,,,,,,,,,,,,,,,,,,,,,,,,,,,,
＜いずれかの機器でインターネットを使っている（Ｑ２で、1つ以上「１」を回答）方に＞,,,,,,,,,,,,,,,,,,,,,,,,,,,,
〔回答票５〕Ｑ５（無線ＬＡＮ利用まとめ）あなたは、インターネットを利用する場合に、Ｗｉ-Ｆｉ（ワイファイ）などの無線ＬＡＮ（ラン）機能（きのう）を使うことがありますか。インターネットを利用している機器のそれぞれについて、この中から、あてはまるものを１つあげてください。（それぞれ１つだけ）,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,青少年分析軸,,,,,,,,,,,,,,,,,,,,,,,,,,,
,該当数,スマートフォン,格安スマートフォン,機能限定・子供向けスマートフォン,契約切れスマートフォン,携帯電話,機能限定電話・子ども向け携帯電話,ノートパソコン,デスクトップパソコン,タブレット,学習用タブレット,子供向け娯楽用タブレット,携帯音楽プレイヤー,携帯ゲーム機,据置型ゲーム機,インターネット接続テレビ,無線ＬＡＮ利用（計）,無線ＬＡＮ非利用,Ａスマートフォン（計）,Ｂ携帯電話（計）,Ｃパソコン（計）,Ｄタブレット（計）,Ｅ携帯音楽プレイヤー,Ｆゲーム機（計）,Ｇインターネット接続テレビ,Ａ・Ｂスマートフォン・携帯電話（計）,Ａ・Ｂ機能限定や子供向け（計）,Ａ・Ｂ機能限定や子供向け以外（計）
九州・沖縄,277    ,46.6    ,-,0.7    ,3.2    ,0.7    ,0.7    ,15.2    ,6.1    ,13.4    ,3.6    ,-,8.7    ,12.3    ,6.9    ,0.7    ,100.0    ,-,49.8    ,1.4    ,20.9    ,15.9    ,8.7    ,14.4    ,0.7    ,51.3    ,1.4    ,49.8    
〔都市規模〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大都市（政令指定都市）,680    ,47.4    ,0.6    ,0.6    ,2.2    ,1.6    ,0.6    ,23.8    ,9.9    ,14.0    ,4.3    ,0.3    ,8.8    ,17.9    ,6.3    ,1.8    ,100.0    ,-,49.7    ,2.2    ,31.9    ,17.4    ,8.8    ,19.3    ,1.8    ,51.8    ,1.2    ,50.7    
人口２０万人以上の市,652    ,44.2    ,0.3    ,0.5    ,2.3    ,0.6    ,0.3    ,19.2    ,7.5    ,14.4    ,3.2    ,-,7.8    ,15.3    ,5.7    ,0.9    ,100.0    ,-,46.6    ,0.9    ,25.8    ,17.6    ,7.8    ,17.8    ,0.9    ,47.1    ,0.8    ,46.5    
人口１０万人以上の市,444    ,39.4    ,1.6    ,0.5    ,3.8    ,0.7    ,-,19.8    ,7.9    ,14.2    ,6.1    ,0.5    ,9.2    ,20.0    ,6.1    ,1.1    ,100.0    ,-,44.4    ,0.7    ,27.3    ,19.8    ,9.2    ,22.1    ,1.1    ,44.8    ,0.5    ,44.4    
人口１０万人未満の市,608    ,40.6    ,-,0.3    ,2.3    ,0.8    ,-,19.7    ,7.4    ,13.3    ,3.8    ,-,9.5    ,17.6    ,6.6    ,0.5    ,100.0    ,-,42.9    ,0.8    ,25.7    ,16.9    ,9.5    ,19.2    ,0.5    ,43.6    ,0.3    ,43.3    
郡部（町村）,231    ,48.9    ,-,-,1.7    ,1.3    ,0.4    ,17.7    ,7.8    ,8.7    ,1.7    ,-,6.5    ,12.6    ,4.8    ,-,100.0    ,-,50.2    ,1.7    ,25.5    ,10.4    ,6.5    ,13.4    ,-,51.9    ,0.4    ,51.5    
〔都道府県〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,120    ,47.5    ,-,0.8    ,0.8    ,0.8    ,-,19.2    ,18.3    ,12.5    ,2.5    ,0.8    ,7.5    ,25.0    ,10.0    ,1.7    ,100.0    ,-,49.2    ,0.8    ,37.5    ,15.8    ,7.5    ,27.5    ,1.7    ,50.0    ,0.8    ,49.2    
青森県,37    ,37.8    ,-,-,-,-,-,16.2    ,2.7    ,5.4    ,-,-,5.4    ,16.2    ,2.7    ,-,100.0    ,-,37.8    ,-,18.9    ,5.4    ,5.4    ,16.2    ,-,37.8    ,-,37.8    
岩手県,19    ,31.6    ,-,-,-,-,-,26.3    ,10.5    ,26.3    ,-,-,10.5    ,21.1    ,-,-,100.0    ,-,31.6    ,-,36.8    ,26.3    ,10.5    ,21.1    ,-,31.6    ,-,31.6    
宮城県,67    ,43.3    ,1.5    ,1.5    ,1.5    ,1.5    ,1.5    ,10.4    ,-,6.0    ,1.5    ,-,9.0    ,26.9    ,11.9    ,-,100.0    ,-,47.8    ,3.0    ,10.4    ,7.5    ,9.0    ,29.9    ,-,50.7    ,3.0    ,47.8    
秋田県,25    ,48.0    ,-,4.0    ,-,8.0    ,-,36.0    ,16.0    ,8.0    ,-,-,20.0    ,24.0    ,24.0    ,4.0    ,100.0    ,-,48.0    ,8.0    ,44.0    ,8.0    ,20.0    ,36.0    ,4.0    ,48.0    ,4.0    ,48.0    
山形県,23    ,30.4    ,-,-,-,-,-,8.7    ,4.3    ,-,-,-,8.7    ,17.4    ,-,-,100.0    ,-,30.4    ,-,13.0    ,-,8.7    ,17.4    ,-,30.4    ,-,30.4    
福島県,32    ,34.4    ,-,-,3.1    ,-,-,15.6    ,3.1    ,12.5    ,3.1    ,-,3.1    ,21.9    ,-,-,100.0    ,-,37.5    ,-,18.8    ,15.6    ,3.1    ,21.9    ,-,37.5    ,-,37.5    
茨城県,69    ,34.8    ,-,-,1.4    ,1.4    ,-,23.2    ,10.1    ,10.1    ,2.9    ,-,8.7    ,20.3    ,10.1    ,-,100.0    ,-,36.2    ,1.4    ,31.9    ,13.0    ,8.7    ,24.6    ,-,37.7    ,-,37.7    
栃木県,48    ,31.3    ,-,-,-,-,-,18.8    ,10.4    ,14.6    ,8.3    ,-,4.2    ,25.0    ,8.3    ,-,100.0    ,-,31.3    ,-,25.0    ,22.9    ,4.2    ,25.0    ,-,31.3    ,-,31.3    
群馬県,30    ,43.3    ,-,-,-,-,-,30.0    ,3.3    ,23.3    ,-,-,16.7    ,10.0    ,3.3    ,-,100.0    ,-,43.3    ,-,33.3    ,23.3    ,16.7    ,10.0    ,-,43.3    ,-,43.3    
埼玉県,122    ,44.3    ,-,-,4.9    ,-,-,15.6    ,9.8    ,11.5    ,4.9    ,0.8    ,3.3    ,14.8    ,2.5    ,-,100.0    ,-,49.2    ,-,24.6    ,16.4    ,3.3    ,16.4    ,-,49.2    ,-,49.2    
千葉県,145    ,42.8    ,-,-,-,0.7    ,-,19.3    ,4.8    ,11.0    ,4.8    ,-,9.0    ,18.6    ,2.8    ,1.4    ,100.0    ,-,42.8    ,0.7    ,23.4    ,14.5    ,9.0    ,18.6    ,1.4    ,43.4    ,-,43.4    
東京都,184    ,45.1    ,1.1    ,0.5    ,1.1    ,0.5    ,-,22.3    ,12.0    ,17.9    ,3.3    ,0.5    ,6.5    ,16.8    ,5.4    ,1.1    ,100.0    ,-,46.7    ,0.5    ,33.7    ,20.1    ,6.5    ,18.5    ,1.1    ,47.3    ,0.5    ,46.7    
神奈川県,166    ,41.6    ,-,1.2    ,4.8    ,1.2    ,0.6    ,19.3    ,6.6    ,16.3    ,3.6    ,-,6.6    ,14.5    ,7.8    ,2.4    ,100.0    ,-,45.8    ,1.8    ,25.3    ,19.3    ,6.6    ,16.9    ,2.4    ,47.6    ,1.8    ,45.8    
新潟県,48    ,41.7    ,2.1    ,-,2.1    ,-,-,22.9    ,6.3    ,12.5    ,12.5    ,-,10.4    ,22.9    ,4.2    ,-,100.0    ,-,43.8    ,-,27.1    ,22.9    ,10.4    ,25.0    ,-,43.8    ,-,43.8    
富山県,48    ,31.3    ,2.1    ,-,4.2    ,-,2.1    ,33.3    ,8.3    ,10.4    ,-,-,12.5    ,12.5    ,2.1    ,-,100.0    ,-,35.4    ,2.1    ,39.6    ,10.4    ,12.5    ,14.6    ,-,37.5    ,2.1    ,35.4    
石川県,24    ,50.0    ,-,-,-,-,-,16.7    ,4.2    ,20.8    ,-,-,8.3    ,25.0    ,20.8    ,-,100.0    ,-,50.0    ,-,20.8    ,20.8    ,8.3    ,29.2    ,-,50.0    ,-,50.0    
福井県,26    ,38.5    ,-,-,-,3.8    ,-,26.9    ,7.7    ,30.8    ,7.7    ,-,15.4    ,23.1    ,3.8    ,7.7    ,100.0    ,-,38.5    ,3.8    ,30.8    ,38.5    ,15.4    ,23.1    ,7.7    ,42.3    ,-,42.3    
山梨県,29    ,48.3    ,-,-,3.4    ,-,-,13.8    ,3.4    ,3.4    ,6.9    ,-,-,13.8    ,3.4    ,-,100.0    ,-,51.7    ,-,17.2    ,10.3    ,-,13.8    ,-,51.7    ,-,51.7    
長野県,43    ,30.2    ,-,-,-,-,-,11.6    ,4.7    ,14.0    ,2.3    ,-,11.6    ,16.3    ,4.7    ,-,100.0    ,-,30.2    ,-,16.3    ,16.3    ,11.6    ,16.3    ,-,30.2    ,-,30.2    
岐阜県,47    ,38.3    ,-,-,-,-,-,21.3    ,10.6    ,6.4    ,6.4    ,-,19.1    ,12.8    ,8.5    ,-,100.0    ,-,38.3    ,-,29.8    ,12.8    ,19.1    ,19.1    ,-,38.3    ,-,38.3    
静岡県,81    ,53.1    ,-,1.2    ,4.9    ,-,-,27.2    ,12.3    ,17.3    ,6.2    ,-,8.6    ,24.7    ,11.1    ,1.2    ,100.0    ,-,56.8    ,-,38.3    ,22.2    ,8.6    ,25.9    ,1.2    ,56.8    ,1.2    ,55.6    
愛知県,184    ,51.1    ,0.5    ,1.1    ,1.1    ,0.5    ,0.5    ,22.3    ,6.0    ,10.3    ,7.1    ,-,8.7    ,19.0    ,3.3    ,-,100.0    ,-,53.3    ,1.1    ,27.7    ,17.4    ,8.7    ,19.0    ,-,54.3    ,1.6    ,52.7    
三重県,48    ,45.8    ,2.1    ,-,2.1    ,-,-,22.9    ,4.2    ,16.7    ,6.3    ,-,8.3    ,16.7    ,4.2    ,-,100.0    ,-,50.0    ,-,27.1    ,22.9    ,8.3    ,16.7    ,-,50.0    ,-,50.0    
滋賀県,29    ,48.3    ,-,-,10.3    ,-,-,17.2    ,6.9    ,6.9    ,-,-,-,24.1    ,17.2    ,-,100.0    ,-,58.6    ,-,24.1    ,6.9    ,-,27.6    ,-,58.6    ,-,58.6    
京都府,58    ,41.4    ,-,-,1.7    ,3.4    ,-,31.0    ,5.2    ,12.1    ,1.7    ,-,12.1    ,15.5    ,5.2    ,1.7    ,100.0    ,-,43.1    ,3.4    ,32.8    ,13.8    ,12.1    ,15.5    ,1.7    ,46.6    ,-,46.6    
大阪府,186    ,49.5    ,1.1    ,-,4.3    ,1.1    ,-,21.0    ,8.1    ,14.0    ,4.8    ,-,8.6    ,14.0    ,5.9    ,1.6    ,100.0    ,-,54.3    ,1.1    ,26.9    ,18.8    ,8.6    ,16.1    ,1.6    ,54.3    ,-,54.3    
兵庫県,107    ,43.0    ,0.9    ,-,4.7    ,-,0.9    ,28.0    ,10.3    ,14.0    ,3.7    ,0.9    ,13.1    ,19.6    ,3.7    ,1.9    ,100.0    ,-,48.6    ,0.9    ,36.4    ,18.7    ,13.1    ,21.5    ,1.9    ,48.6    ,0.9    ,48.6    
奈良県,25    ,52.0    ,-,-,8.0    ,8.0    ,-,28.0    ,4.0    ,20.0    ,-,-,8.0    ,20.0    ,-,-,100.0    ,-,52.0    ,8.0    ,32.0    ,20.0    ,8.0    ,20.0    ,-,60.0    ,-,60.0    
和歌山県,19    ,57.9    ,-,-,10.5    ,-,-,21.1    ,5.3    ,5.3    ,-,-,5.3    ,10.5    ,5.3    ,5.3    ,100.0    ,-,63.2    ,-,21.1    ,5.3    ,5.3    ,15.8    ,5.3    ,63.2    ,-,63.2    
鳥取県,10    ,50.0    ,10.0    ,-,-,-,-,10.0    ,10.0    ,10.0    ,10.0    ,-,-,10.0    ,-,-,100.0    ,-,60.0    ,-,20.0    ,20.0    ,-,10.0    ,-,60.0    ,-,60.0    
島根県,14    ,42.9    ,7.1    ,-,-,-,-,-,-,-,-,-,-,7.1    ,-,-,100.0    ,-,50.0    ,-,-,-,-,7.1    ,-,50.0    ,-,50.0    
岡山県,57    ,43.9    ,-,-,1.8    ,8.8    ,-,31.6    ,12.3    ,29.8    ,7.0    ,-,14.0    ,19.3    ,5.3    ,3.5    ,100.0    ,-,45.6    ,8.8    ,38.6    ,35.1    ,14.0    ,21.1    ,3.5    ,52.6    ,-,52.6    
広島県,62    ,50.0    ,-,-,3.2    ,3.2    ,-,19.4    ,11.3    ,17.7    ,4.8    ,-,8.1    ,8.1    ,4.8    ,-,100.0    ,-,53.2    ,3.2    ,30.6    ,22.6    ,8.1    ,11.3    ,-,56.5    ,-,56.5    
山口県,31    ,29.0    ,3.2    ,-,-,-,-,12.9    ,16.1    ,9.7    ,-,-,9.7    ,9.7    ,6.5    ,-,100.0    ,-,32.3    ,-,29.0    ,9.7    ,9.7    ,12.9    ,-,32.3    ,-,32.3    
徳島県,18    ,22.2    ,-,-,-,-,-,16.7    ,5.6    ,16.7    ,-,-,11.1    ,22.2    ,16.7    ,-,100.0    ,-,22.2    ,-,22.2    ,16.7    ,11.1    ,22.2    ,-,22.2    ,-,22.2    
香川県,27    ,14.8    ,-,-,-,-,-,18.5    ,7.4    ,11.1    ,-,-,18.5    ,7.4    ,-,-,100.0    ,-,14.8    ,-,25.9    ,11.1    ,18.5    ,7.4    ,-,14.8    ,-,14.8    
愛媛県,21    ,33.3    ,-,-,-,-,-,14.3    ,9.5    ,14.3    ,4.8    ,-,-,-,4.8    ,-,100.0    ,-,33.3    ,-,23.8    ,19.0    ,-,4.8    ,-,33.3    ,-,33.3    
高知県,9    ,88.9    ,-,-,11.1    ,-,-,33.3    ,22.2    ,11.1    ,-,-,-,33.3    ,11.1    ,11.1    ,100.0    ,-,88.9    ,-,44.4    ,11.1    ,-,33.3    ,11.1    ,88.9    ,-,88.9    
福岡県,104    ,49.0    ,-,1.0    ,1.0    ,1.9    ,1.0    ,14.4    ,9.6    ,9.6    ,1.9    ,-,9.6    ,12.5    ,5.8    ,1.0    ,100.0    ,-,51.0    ,2.9    ,23.1    ,11.5    ,9.6    ,14.4    ,1.0    ,53.8    ,1.9    ,51.9    
佐賀県,15    ,40.0    ,-,-,-,-,-,26.7    ,-,6.7    ,6.7    ,-,6.7    ,-,6.7    ,-,100.0    ,-,40.0    ,-,26.7    ,13.3    ,6.7    ,6.7    ,-,40.0    ,-,40.0    
長崎県,25    ,24.0    ,-,-,12.0    ,-,-,16.0    ,-,20.0    ,-,-,-,4.0    ,4.0    ,-,100.0    ,-,36.0    ,-,16.0    ,20.0    ,-,8.0    ,-,36.0    ,-,36.0    
熊本県,34    ,55.9    ,-,-,-,-,-,14.7    ,5.9    ,23.5    ,14.7    ,-,23.5    ,20.6    ,17.6    ,-,100.0    ,-,55.9    ,-,20.6    ,29.4    ,23.5    ,23.5    ,-,55.9    ,-,55.9    
大分県,15    ,40.0    ,-,-,-,-,-,-,6.7    ,-,-,-,-,13.3    ,-,-,100.0    ,-,40.0    ,-,6.7    ,-,-,13.3    ,-,40.0    ,-,40.0    
宮崎県,28    ,50.0    ,-,3.6    ,-,-,-,21.4    ,7.1    ,25.0    ,7.1    ,-,14.3    ,7.1    ,7.1    ,3.6    ,100.0    ,-,53.6    ,-,28.6    ,32.1    ,14.3    ,10.7    ,3.6    ,53.6    ,3.6    ,50.0    
鹿児島県,22    ,59.1    ,-,-,4.5    ,-,4.5    ,22.7    ,4.5    ,13.6    ,-,-,4.5    ,31.8    ,9.1    ,-,100.0    ,-,59.1    ,4.5    ,27.3    ,13.6    ,4.5    ,31.8    ,-,63.6    ,4.5    ,59.1    
沖縄県,34    ,41.2    ,-,-,11.8    ,-,-,8.8    ,2.9    ,8.8    ,-,-,-,5.9    ,2.9    ,-,100.0    ,-,50.0    ,-,11.8    ,8.8    ,-,5.9    ,-,50.0    ,-,50.0    
Ｑ１〔機器の利用状況〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,
スマートフォン,1493    ,76.7    ,0.1    ,0.1    ,1.0    ,0.2    ,0.1    ,20.4    ,8.6    ,9.1    ,2.0    ,0.1    ,6.0    ,11.1    ,5.6    ,1.3    ,100.0    ,-,76.8    ,0.3    ,27.7    ,10.9    ,6.0    ,12.9    ,1.3    ,76.8    ,0.2    ,76.7    
格安スマートフォン,20    ,10.0    ,65.0    ,-,-,10.0    ,-,25.0    ,10.0    ,5.0    ,-,-,5.0    ,5.0    ,5.0    ,-,100.0    ,-,65.0    ,10.0    ,35.0    ,5.0    ,5.0    ,10.0    ,-,70.0    ,-,70.0    
機能限定・子供向けスマートフォン,46    ,10.9    ,-,23.9    ,2.2    ,2.2    ,-,6.5    ,-,13.0    ,6.5    ,-,2.2    ,6.5    ,-,-,100.0    ,-,34.8    ,2.2    ,6.5    ,17.4    ,2.2    ,6.5    ,-,34.8    ,23.9    ,13.0    
契約切れスマートフォン,97    ,30.9    ,1.0    ,-,67.0    ,1.0    ,1.0    ,24.7    ,9.3    ,13.4    ,2.1    ,-,4.1    ,27.8    ,8.2    ,3.1    ,100.0    ,-,82.5    ,2.1    ,32.0    ,15.5    ,4.1    ,27.8    ,3.1    ,82.5    ,1.0    ,82.5    
携帯電話,294    ,8.5    ,0.3    ,0.7    ,3.1    ,8.8    ,-,22.4    ,10.5    ,19.0    ,4.1    ,-,10.9    ,22.8    ,6.8    ,1.0    ,100.0    ,-,11.9    ,8.8    ,32.0    ,22.1    ,10.9    ,23.8    ,1.0    ,19.0    ,0.7    ,18.7    
機能限定電話・子ども向け携帯電話,179    ,8.4    ,0.6    ,-,3.4    ,-,3.9    ,17.9    ,8.9    ,20.1    ,6.1    ,0.6    ,6.1    ,19.0    ,7.8    ,-,100.0    ,-,11.7    ,3.9    ,25.1    ,26.8    ,6.1    ,21.2    ,-,15.1    ,3.9    ,11.7    
ノートパソコン,826    ,41.9    ,0.5    ,0.2    ,2.5    ,1.8    ,0.1    ,64.9    ,3.6    ,12.5    ,3.9    ,0.4    ,9.2    ,19.2    ,7.6    ,1.3    ,100.0    ,-,44.1    ,1.9    ,65.0    ,16.1    ,9.2    ,21.5    ,1.3    ,45.5    ,0.4    ,45.3    
デスクトップパソコン,400    ,44.3    ,0.3    ,0.3    ,2.8    ,-,-,9.0    ,53.5    ,16.3    ,3.5    ,-,7.5    ,20.3    ,10.0    ,3.3    ,100.0    ,-,46.3    ,-,55.3    ,19.0    ,7.5    ,22.0    ,3.3    ,46.3    ,0.3    ,46.0    
タブレット,458    ,31.2    ,-,0.4    ,2.0    ,0.7    ,-,20.1    ,10.9    ,77.1    ,2.4    ,0.2    ,8.1    ,18.1    ,7.9    ,1.5    ,100.0    ,-,33.0    ,0.7    ,29.0    ,77.1    ,8.1    ,20.3    ,1.5    ,33.6    ,0.4    ,33.2    
学習用タブレット,182    ,26.9    ,-,0.5    ,1.6    ,0.5    ,-,23.1    ,8.2    ,11.5    ,57.1    ,0.5    ,9.9    ,28.6    ,10.4    ,-,100.0    ,-,29.1    ,0.5    ,30.2    ,62.6    ,9.9    ,31.3    ,-,29.7    ,0.5    ,29.1    
子供向け娯楽用タブレット,7    ,28.6    ,-,-,-,-,-,42.9    ,-,14.3    ,14.3    ,57.1    ,14.3    ,28.6    ,14.3    ,-,100.0    ,-,28.6    ,-,42.9    ,57.1    ,14.3    ,28.6    ,-,28.6    ,-,28.6    
携帯音楽プレイヤー,801    ,46.8    ,0.2    ,0.4    ,1.4    ,1.2    ,-,26.8    ,9.7    ,14.9    ,5.6    ,0.2    ,28.1    ,15.5    ,7.9    ,1.7    ,100.0    ,-,48.2    ,1.2    ,35.0    ,20.1    ,28.1    ,18.4    ,1.7    ,49.2    ,0.4    ,48.8    
携帯ゲーム機,1214    ,37.2    ,0.2    ,0.2    ,3.2    ,1.1    ,0.2    ,23.7    ,8.9    ,14.8    ,6.2    ,0.3    ,8.3    ,36.8    ,10.7    ,1.2    ,100.0    ,-,39.8    ,1.2    ,31.3    ,20.4    ,8.3    ,38.3    ,1.2    ,40.8    ,0.4    ,40.5    
据置型ゲーム機,748    ,39.7    ,0.4    ,0.3    ,1.9    ,1.2    ,0.3    ,24.3    ,9.6    ,17.4    ,6.1    ,0.1    ,10.0    ,32.1    ,21.1    ,1.5    ,100.0    ,-,41.0    ,1.5    ,32.5    ,22.7    ,10.0    ,38.2    ,1.5    ,42.0    ,0.5    ,41.7    
インターネット接続テレビ,109    ,54.1    ,0.9    ,-,4.6    ,0.9    ,-,29.4    ,21.1    ,21.1    ,1.8    ,-,11.9    ,28.4    ,16.5    ,23.9    ,100.0    ,-,55.0    ,0.9    ,45.9    ,22.0    ,11.9    ,33.0    ,23.9    ,56.0    ,-,56.0    
利用している（計）,2615    ,43.8    ,0.5    ,0.4    ,2.5    ,1.0    ,0.3    ,20.5    ,8.2    ,13.5    ,4.0    ,0.2    ,8.6    ,17.1    ,6.0    ,1.0    ,100.0    ,-,46.5    ,1.3    ,27.6    ,17.1    ,8.6    ,18.9    ,1.0    ,47.5    ,0.7    ,46.9    
いずれも利用していない,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ａスマートフォン（計）,1611    ,71.1    ,0.8    ,0.7    ,4.0    ,0.4    ,0.1    ,20.2    ,8.3    ,9.4    ,2.1    ,0.1    ,5.7    ,11.5    ,5.4    ,1.2    ,100.0    ,-,75.5    ,0.5    ,27.3    ,11.2    ,5.7    ,13.2    ,1.2    ,75.6    ,0.8    ,74.9    
Ｂ携帯電話（計）,469    ,8.3    ,0.4    ,0.4    ,3.2    ,5.5    ,1.5    ,20.9    ,9.6    ,19.4    ,4.9    ,0.2    ,9.2    ,21.5    ,7.2    ,0.6    ,100.0    ,-,11.7    ,7.0    ,29.2    ,23.9    ,9.2    ,23.0    ,0.6    ,17.5    ,1.9    ,16.0    
Ｃパソコン（計）,1174    ,42.1    ,0.4    ,0.3    ,2.5    ,1.3    ,0.1    ,45.7    ,18.2    ,13.3    ,3.7    ,0.3    ,8.4    ,19.4    ,8.0    ,1.7    ,100.0    ,-,44.1    ,1.4    ,61.4    ,16.7    ,8.4    ,21.5    ,1.7    ,45.1    ,0.3    ,44.9    
Ｄタブレット（計）,619    ,29.9    ,-,0.3    ,1.9    ,0.5    ,-,20.8    ,10.0    ,57.0    ,16.8    ,0.6    ,8.4    ,21.0    ,8.7    ,1.1    ,100.0    ,-,31.7    ,0.5    ,29.2    ,72.4    ,8.4    ,23.4    ,1.1    ,32.1    ,0.3    ,31.8    
Ｅ携帯音楽プレイヤー,801    ,46.8    ,0.2    ,0.4    ,1.4    ,1.2    ,-,26.8    ,9.7    ,14.9    ,5.6    ,0.2    ,28.1    ,15.5    ,7.9    ,1.7    ,100.0    ,-,48.2    ,1.2    ,35.0    ,20.1    ,28.1    ,18.4    ,1.7    ,49.2    ,0.4    ,48.8    
Ｆゲーム機（計）,1356    ,37.5    ,0.4    ,0.2    ,2.9    ,1.1    ,0.2    ,23.5    ,8.9    ,15.5    ,6.0    ,0.3    ,8.6    ,33.0    ,11.7    ,1.3    ,100.0    ,-,40.0    ,1.3    ,31.1    ,20.9    ,8.6    ,36.4    ,1.3    ,40.9    ,0.4    ,40.6    
Ｇインターネット接続テレビ,109    ,54.1    ,0.9    ,-,4.6    ,0.9    ,-,29.4    ,21.1    ,21.1    ,1.8    ,-,11.9    ,28.4    ,16.5    ,23.9    ,100.0    ,-,55.0    ,0.9    ,45.9    ,22.0    ,11.9    ,33.0    ,23.9    ,56.0    ,-,56.0    
Ａ・Ｂスマートフォン・携帯電話（計）,1998    ,57.3    ,0.7    ,0.6    ,3.3    ,1.3    ,0.4    ,20.2    ,8.3    ,11.3    ,2.8    ,0.2    ,6.6    ,13.3    ,5.5    ,1.1    ,100.0    ,-,60.9    ,1.7    ,27.3    ,13.8    ,6.6    ,14.9    ,1.1    ,62.2    ,0.9    ,61.4    
Ａ・Ｂ機能限定や子供向け（計）,225    ,8.9    ,0.4    ,4.9    ,3.1    ,0.4    ,3.1    ,15.6    ,7.1    ,18.7    ,6.2    ,0.4    ,5.3    ,16.4    ,6.2    ,-,100.0    ,-,16.4    ,3.6    ,21.3    ,24.9    ,5.3    ,18.2    ,-,19.1    ,8.0    ,12.0    
Ａ・Ｂ機能限定や子供向け以外（計）,1818    ,63.0    ,0.7    ,0.2    ,3.6    ,1.4    ,0.1    ,20.6    ,8.6    ,10.5    ,2.4    ,0.1    ,6.7    ,13.0    ,5.5    ,1.2    ,100.0    ,-,66.4    ,1.5    ,28.0    ,12.4    ,6.7    ,14.6    ,1.2    ,67.7    ,0.3    ,67.5    
【全数】Ｑ２〔ネット利用状況（ネット利用まとめ）〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,
スマートフォン,1475    ,77.6    ,0.1    ,0.1    ,1.0    ,0.2    ,0.1    ,20.2    ,8.7    ,8.9    ,2.0    ,0.1    ,6.0    ,10.8    ,5.6    ,1.3    ,100.0    ,-,77.7    ,0.3    ,27.6    ,10.7    ,6.0    ,12.5    ,1.3    ,77.8    ,0.2    ,77.6    
格安スマートフォン,19    ,10.5    ,68.4    ,-,-,5.3    ,-,21.1    ,10.5    ,-,-,-,5.3    ,5.3    ,5.3    ,-,100.0    ,-,68.4    ,5.3    ,31.6    ,-,5.3    ,10.5    ,-,68.4    ,-,68.4    
機能限定・子供向けスマートフォン,28    ,3.6    ,-,39.3    ,-,3.6    ,-,7.1    ,-,10.7    ,3.6    ,-,-,3.6    ,-,-,100.0    ,-,39.3    ,3.6    ,7.1    ,10.7    ,-,3.6    ,-,39.3    ,39.3    ,3.6    
契約切れスマートフォン,73    ,21.9    ,-,-,89.0    ,1.4    ,1.4    ,27.4    ,9.6    ,13.7    ,1.4    ,-,2.7    ,31.5    ,6.8    ,4.1    ,100.0    ,-,90.4    ,2.7    ,34.2    ,15.1    ,2.7    ,31.5    ,4.1    ,90.4    ,1.4    ,90.4    
携帯電話,120    ,5.8    ,0.8    ,0.8    ,1.7    ,21.7    ,-,23.3    ,5.8    ,13.3    ,3.3    ,-,11.7    ,20.0    ,5.8    ,1.7    ,100.0    ,-,8.3    ,21.7    ,29.2    ,16.7    ,11.7    ,20.8    ,1.7    ,25.8    ,0.8    ,25.8    
機能限定電話・子ども向け携帯電話,30    ,3.3    ,-,-,6.7    ,-,23.3    ,10.0    ,10.0    ,13.3    ,-,-,3.3    ,13.3    ,6.7    ,-,100.0    ,-,10.0    ,23.3    ,16.7    ,13.3    ,3.3    ,16.7    ,-,30.0    ,23.3    ,10.0    
ノートパソコン,793    ,41.2    ,0.5    ,0.3    ,2.6    ,1.9    ,0.1    ,67.6    ,3.8    ,12.2    ,3.9    ,0.4    ,9.0    ,19.5    ,7.9    ,1.4    ,100.0    ,-,43.5    ,2.0    ,67.7    ,16.0    ,9.0    ,21.9    ,1.4    ,45.0    ,0.4    ,44.8    
デスクトップパソコン,380    ,43.9    ,0.3    ,0.3    ,2.9    ,-,-,8.7    ,56.3    ,16.1    ,3.7    ,-,7.4    ,20.8    ,10.3    ,3.4    ,100.0    ,-,46.1    ,-,57.4    ,18.9    ,7.4    ,22.6    ,3.4    ,46.1    ,0.3    ,45.8    
タブレット,434    ,30.6    ,-,0.5    ,2.1    ,0.7    ,-,19.6    ,11.1    ,81.3    ,2.5    ,0.2    ,7.8    ,18.7    ,8.3    ,1.6    ,100.0    ,-,32.5    ,0.7    ,28.6    ,81.3    ,7.8    ,21.0    ,1.6    ,33.2    ,0.5    ,32.7    
