,,,,,,,,,,,,,,,,,,
＜全員に＞,,,,,,,,,,,,,,,,,,
〔回答票９〕Ｆ３　あなたは、学校へ通っていますか。在学中（ざいがくちゅう）の人は学校の種類と学年について〔在学中（ざいがくちゅう）の方〕（１から10まで）の中からお答えください。在学中（ざいがくちゅう）でない人は、最後に卒業（中退を含む）した学校について〔在学中（ざいがくちゅう）でない方〕（11から13）の中からお答えください。（１つだけ）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,青少年分析軸,,,,,,,,,,,,,,,,,
,総数,小学４年生,小学５年生,小学６年生,中学１年生,中学２年生,中学３年生,高校１年生,高校２年生,高校３年生,専門学校、各種学校等,中学校卒業,高校中退,専門学校、各種学校等中退・卒業,小学生（計）,中学生（計）,高校生（計）,その他（計）
Ｂ携帯電話（計）,694    ,12.1    ,17.7    ,20.9    ,14.7    ,14.8    ,11.5    ,2.6    ,3.3    ,2.0    ,-,-,0.3    ,-,50.7    ,41.1    ,7.9    ,0.3    
Ｃパソコン（計）,1202    ,3.6    ,8.4    ,11.6    ,11.9    ,13.3    ,14.1    ,13.7    ,16.5    ,6.5    ,-,0.1    ,0.2    ,-,23.6    ,39.4    ,36.7    ,0.3    
Ｄタブレット（計）,666    ,6.0    ,12.9    ,13.7    ,17.1    ,17.9    ,15.0    ,9.0    ,5.9    ,2.4    ,-,-,0.2    ,-,32.6    ,50.0    ,17.3    ,0.2    
Ｅ携帯音楽プレイヤー,875    ,1.4    ,3.5    ,7.2    ,11.7    ,17.1    ,18.3    ,15.5    ,17.9    ,6.4    ,-,-,0.9    ,-,12.1    ,47.1    ,39.9    ,0.9    
Ｆゲーム機（計）,1679    ,8.1    ,14.0    ,16.7    ,14.5    ,13.3    ,11.0    ,9.4    ,9.2    ,3.3    ,-,-,0.5    ,-,38.8    ,38.8    ,21.9    ,0.5    
Ｇインターネット接続テレビ,114    ,4.4    ,7.0    ,11.4    ,12.3    ,20.2    ,12.3    ,15.8    ,13.2    ,3.5    ,-,-,-,-,22.8    ,44.7    ,32.5    ,-
Ａ・Ｂスマートフォン・携帯電話（計）,2285    ,4.8    ,7.7    ,9.4    ,10.2    ,11.9    ,13.0    ,16.9    ,17.9    ,7.2    ,-,0.3    ,0.7    ,0.0    ,21.8    ,35.1    ,42.0    ,1.1    
Ａ・Ｂ機能限定や子供向け（計）,367    ,20.7    ,26.4    ,25.3    ,11.7    ,10.1    ,2.2    ,1.6    ,1.1    ,0.8    ,-,-,-,-,72.5    ,24.0    ,3.5    ,-
Ａ・Ｂ機能限定や子供向け以外（計）,1966    ,2.0    ,4.3    ,6.8    ,10.0    ,12.4    ,14.9    ,19.4    ,20.8    ,8.2    ,-,0.4    ,0.9    ,0.1    ,13.1    ,37.2    ,48.4    ,1.3    
【全数】Ｑ２〔ネット利用状況（ネット利用まとめ）〕,,,,,,,,,,,,,,,,,,
スマートフォン,1475    ,0.9    ,2.0    ,3.7    ,7.7    ,11.2    ,13.9    ,24.0    ,25.4    ,9.9    ,-,0.5    ,0.9    ,-,6.6    ,32.7    ,59.3    ,1.4    
格安スマートフォン,19    ,-,5.3    ,10.5    ,15.8    ,15.8    ,26.3    ,15.8    ,5.3    ,-,-,-,5.3    ,-,15.8    ,57.9    ,21.1    ,5.3    
機能限定・子供向けスマートフォン,28    ,14.3    ,10.7    ,10.7    ,25.0    ,7.1    ,3.6    ,21.4    ,3.6    ,3.6    ,-,-,-,-,35.7    ,35.7    ,28.6    ,-
契約切れスマートフォン,73    ,8.2    ,13.7    ,13.7    ,16.4    ,15.1    ,19.2    ,2.7    ,6.8    ,4.1    ,-,-,-,-,35.6    ,50.7    ,13.7    ,-
携帯電話,120    ,3.3    ,5.8    ,10.8    ,14.2    ,20.8    ,20.0    ,9.2    ,10.0    ,5.0    ,-,-,0.8    ,-,20.0    ,55.0    ,24.2    ,0.8    
機能限定電話・子ども向け携帯電話,30    ,23.3    ,23.3    ,13.3    ,10.0    ,23.3    ,3.3    ,-,3.3    ,-,-,-,-,-,60.0    ,36.7    ,3.3    ,-
ノートパソコン,793    ,3.8    ,7.9    ,12.0    ,12.0    ,13.5    ,14.9    ,12.4    ,16.5    ,6.8    ,-,0.1    ,0.1    ,-,23.7    ,40.4    ,35.7    ,0.3    
デスクトップパソコン,380    ,3.2    ,9.2    ,10.3    ,12.6    ,13.2    ,11.6    ,16.8    ,16.1    ,6.6    ,-,-,0.5    ,-,22.6    ,37.4    ,39.5    ,0.5    
タブレット,434    ,5.1    ,10.6    ,14.7    ,15.9    ,16.6    ,15.9    ,9.9    ,8.3    ,2.8    ,-,-,0.2    ,-,30.4    ,48.4    ,21.0    ,0.2    
学習用タブレット,139    ,6.5    ,13.7    ,4.3    ,28.1    ,23.7    ,12.9    ,10.8    ,-,-,-,-,-,-,24.5    ,64.7    ,10.8    ,-
子供向け娯楽用タブレット,6    ,16.7    ,50.0    ,-,-,16.7    ,16.7    ,-,-,-,-,-,-,-,66.7    ,33.3    ,-,-
携帯音楽プレイヤー,327    ,1.2    ,2.4    ,6.4    ,12.2    ,20.2    ,22.3    ,12.5    ,17.1    ,4.6    ,-,-,0.9    ,-,10.1    ,54.7    ,34.3    ,0.9    
携帯ゲーム機,638    ,7.1    ,15.8    ,19.3    ,16.0    ,14.7    ,8.9    ,7.1    ,7.7    ,2.7    ,-,-,0.8    ,-,42.2    ,39.7    ,17.4    ,0.8    
据置型ゲーム機,266    ,6.0    ,10.2    ,14.7    ,15.4    ,12.8    ,14.3    ,10.2    ,12.8    ,3.0    ,-,-,0.8    ,-,30.8    ,42.5    ,25.9    ,0.8    
インターネット接続テレビ,58    ,1.7    ,5.2    ,12.1    ,15.5    ,19.0    ,17.2    ,15.5    ,10.3    ,3.4    ,-,-,-,-,19.0    ,51.7    ,29.3    ,-
インターネット利用（計）,2615    ,3.8    ,8.0    ,10.0    ,12.3    ,13.9    ,14.1    ,15.1    ,15.6    ,6.2    ,-,0.3    ,0.6    ,-,21.9    ,40.3    ,36.9    ,0.9    
インターネット非利用,527    ,16.3    ,22.2    ,25.4    ,12.3    ,10.1    ,8.2    ,1.7    ,2.8    ,0.6    ,-,-,0.2    ,0.2    ,63.9    ,30.6    ,5.1    ,0.4    
モバイル機器（計）,2548    ,3.7    ,7.8    ,9.9    ,12.1    ,14.0    ,14.0    ,15.5    ,15.8    ,6.4    ,-,0.3    ,0.6    ,-,21.4    ,40.1    ,37.6    ,0.9    
据置型機器（計）,611    ,4.4    ,9.8    ,11.5    ,13.7    ,12.8    ,12.9    ,14.6    ,14.7    ,5.1    ,-,-,0.5    ,-,25.7    ,39.4    ,34.4    ,0.5    
Ａスマートフォン（計）,1573    ,1.5    ,2.7    ,4.5    ,8.5    ,11.3    ,13.9    ,23.1    ,23.9    ,9.5    ,-,0.4    ,0.9    ,-,8.6    ,33.6    ,56.5    ,1.3    
Ｂ携帯電話（計）,150    ,7.3    ,9.3    ,11.3    ,13.3    ,21.3    ,16.7    ,7.3    ,8.7    ,4.0    ,-,-,0.7    ,-,28.0    ,51.3    ,20.0    ,0.7    
Ｃパソコン（計）,1129    ,3.5    ,8.5    ,11.5    ,12.3    ,13.2    ,13.8    ,13.8    ,16.4    ,6.6    ,-,0.1    ,0.3    ,-,23.6    ,39.3    ,36.8    ,0.4    
Ｄタブレット（計）,562    ,5.2    ,11.7    ,12.5    ,18.5    ,18.3    ,15.3    ,9.8    ,6.4    ,2.1    ,-,-,0.2    ,-,29.4    ,52.1    ,18.3    ,0.2    
Ｅ携帯音楽プレイヤー,327    ,1.2    ,2.4    ,6.4    ,12.2    ,20.2    ,22.3    ,12.5    ,17.1    ,4.6    ,-,-,0.9    ,-,10.1    ,54.7    ,34.3    ,0.9    
Ｆゲーム機（計）,719    ,6.8    ,14.3    ,17.9    ,16.3    ,14.9    ,10.0    ,7.6    ,8.5    ,2.9    ,-,-,0.7    ,-,39.1    ,41.2    ,19.1    ,0.7    
Ｇインターネット接続テレビ,58    ,1.7    ,5.2    ,12.1    ,15.5    ,19.0    ,17.2    ,15.5    ,10.3    ,3.4    ,-,-,-,-,19.0    ,51.7    ,29.3    ,-
Ａ・Ｂスマートフォン・携帯電話（計）,1704    ,1.8    ,3.2    ,4.9    ,8.8    ,12.1    ,14.1    ,21.9    ,22.7    ,9.1    ,-,0.4    ,0.9    ,-,9.9    ,35.0    ,53.8    ,1.3    
Ａ・Ｂ機能限定や子供向け（計）,58    ,19.0    ,17.2    ,12.1    ,17.2    ,15.5    ,3.4    ,10.3    ,3.4    ,1.7    ,-,-,-,-,48.3    ,36.2    ,15.5    ,-
Ａ・Ｂ機能限定や子供向け以外（計）,1656    ,1.3    ,2.8    ,4.6    ,8.5    ,12.1    ,14.5    ,22.3    ,23.4    ,9.3    ,-,0.4    ,0.9    ,-,8.7    ,35.0    ,55.0    ,1.3    
非該当,299    ,16.4    ,23.7    ,17.1    ,12.7    ,14.0    ,11.0    ,3.0    ,1.3    ,0.7    ,-,-,-,-,57.2    ,37.8    ,5.0    ,-
【全数】Ｑ２〔ネット利用状況（Ａ１スマホ～Ｇ１インターネット接続テレビ計）〕,,,,,,,,,,,,,,,,,,
使っている（計）,2615    ,3.8    ,8.0    ,10.0    ,12.3    ,13.9    ,14.1    ,15.1    ,15.6    ,6.2    ,-,0.3    ,0.6    ,-,21.9    ,40.3    ,36.9    ,0.9    
使える機種・設定で、使っていない（計）,923    ,7.7    ,12.1    ,14.6    ,14.3    ,14.4    ,11.7    ,10.1    ,10.7    ,3.8    ,-,-,0.4    ,0.1    ,34.5    ,40.4    ,24.6    ,0.5    
使えない機種・設定で、使っていない（計）,932    ,9.5    ,15.2    ,17.3    ,12.4    ,11.4    ,10.3    ,9.3    ,9.9    ,4.5    ,-,-,0.1    ,-,42.1    ,34.1    ,23.7    ,0.1    
わからない（計）,285    ,7.4    ,13.7    ,16.8    ,14.0    ,16.1    ,10.5    ,8.8    ,9.5    ,2.5    ,-,-,0.7    ,-,37.9    ,40.7    ,20.7    ,0.7    
非該当,299    ,16.4    ,23.7    ,17.1    ,12.7    ,14.0    ,11.0    ,3.0    ,1.3    ,0.7    ,-,-,-,-,57.2    ,37.8    ,5.0    ,-
【全数】Ｑ２〔ネット利用状況（Ａ１スマホ）〕,,,,,,,,,,,,,,,,,,
使っている,1475    ,0.9    ,2.0    ,3.7    ,7.7    ,11.2    ,13.9    ,24.0    ,25.4    ,9.9    ,-,0.5    ,0.9    ,-,6.6    ,32.7    ,59.3    ,1.4    
使える機種・設定で、使っていない,45    ,8.9    ,15.6    ,15.6    ,8.9    ,6.7    ,2.2    ,11.1    ,24.4    ,4.4    ,-,-,-,2.2    ,40.0    ,17.8    ,40.0    ,2.2    
使えない機種・設定で、使っていない,9    ,-,33.3    ,22.2    ,-,-,11.1    ,11.1    ,22.2    ,-,-,-,-,-,55.6    ,11.1    ,33.3    ,-
わからない,12    ,8.3    ,16.7    ,16.7    ,8.3    ,-,25.0    ,16.7    ,-,-,-,-,8.3    ,-,41.7    ,33.3    ,16.7    ,8.3    
非該当,1900    ,11.4    ,18.7    ,20.1    ,16.2    ,15.3    ,12.4    ,2.7    ,2.1    ,1.1    ,-,-,0.2    ,-,50.2    ,43.8    ,5.8    ,0.2    
【全数】Ｑ２〔ネット利用状況（Ａ２格安スマホ）〕,,,,,,,,,,,,,,,,,,
使っている,19    ,-,5.3    ,10.5    ,15.8    ,15.8    ,26.3    ,15.8    ,5.3    ,-,-,-,5.3    ,-,15.8    ,57.9    ,21.1    ,5.3    
使える機種・設定で、使っていない,2    ,-,-,-,-,-,50.0    ,-,50.0    ,-,-,-,-,-,-,50.0    ,50.0    ,-
使えない機種・設定で、使っていない,1    ,-,-,-,100.0    ,-,-,-,-,-,-,-,-,-,-,100.0    ,-,-
わからない,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
非該当,3419    ,6.9    ,11.6    ,13.0    ,12.3    ,13.3    ,12.8    ,12.0    ,12.4    ,4.9    ,-,0.2    ,0.5    ,0.0    ,31.5    ,38.5    ,29.3    ,0.7    
【全数】Ｑ２〔ネット利用状況（Ａ３子供スマホ）〕,,,,,,,,,,,,,,,,,,
使っている,28    ,14.3    ,10.7    ,10.7    ,25.0    ,7.1    ,3.6    ,21.4    ,3.6    ,3.6    ,-,-,-,-,35.7    ,35.7    ,28.6    ,-
使える機種・設定で、使っていない,6    ,-,16.7    ,50.0    ,33.3    ,-,-,-,-,-,-,-,-,-,66.7    ,33.3    ,-,-
使えない機種・設定で、使っていない,16    ,31.3    ,12.5    ,12.5    ,25.0    ,12.5    ,6.3    ,-,-,-,-,-,-,-,56.3    ,43.8    ,-,-
わからない,10    ,-,30.0    ,40.0    ,-,20.0    ,10.0    ,-,-,-,-,-,-,-,70.0    ,30.0    ,-,-
非該当,3381    ,6.7    ,11.5    ,12.9    ,12.2    ,13.4    ,13.1    ,12.0    ,12.6    ,4.9    ,-,0.2    ,0.5    ,0.0    ,31.1    ,38.7    ,29.5    ,0.7    
【全数】Ｑ２〔ネット利用状況（Ａ４契約切れスマホ）〕,,,,,,,,,,,,,,,,,,
使っている,73    ,8.2    ,13.7    ,13.7    ,16.4    ,15.1    ,19.2    ,2.7    ,6.8    ,4.1    ,-,-,-,-,35.6    ,50.7    ,13.7    ,-
使える機種・設定で、使っていない,12    ,8.3    ,16.7    ,-,8.3    ,-,16.7    ,25.0    ,8.3    ,16.7    ,-,-,-,-,25.0    ,25.0    ,50.0    ,-
使えない機種・設定で、使っていない,10    ,10.0    ,-,-,10.0    ,20.0    ,20.0    ,10.0    ,10.0    ,20.0    ,-,-,-,-,10.0    ,50.0    ,40.0    ,-
わからない,5    ,-,-,20.0    ,-,60.0    ,20.0    ,-,-,-,-,-,-,-,20.0    ,80.0    ,-,-
非該当,3341    ,6.8    ,11.6    ,13.1    ,12.3    ,13.3    ,12.8    ,12.2    ,12.5    ,4.8    ,-,0.2    ,0.5    ,0.0    ,31.4    ,38.3    ,29.5    ,0.7    
【全数】Ｑ２〔ネット利用状況（Ｂ１携帯電話）〕,,,,,,,,,,,,,,,,,,
使っている,120    ,3.3    ,5.8    ,10.8    ,14.2    ,20.8    ,20.0    ,9.2    ,10.0    ,5.0    ,-,-,0.8    ,-,20.0    ,55.0    ,24.2    ,0.8    
使える機種・設定で、使っていない,128    ,3.9    ,10.2    ,18.8    ,17.2    ,17.2    ,22.7    ,2.3    ,3.9    ,3.1    ,-,-,0.8    ,-,32.8    ,57.0    ,9.4    ,0.8    
使えない機種・設定で、使っていない,120    ,4.2    ,9.2    ,20.8    ,24.2    ,20.0    ,17.5    ,1.7    ,1.7    ,0.8    ,-,-,-,-,34.2    ,61.7    ,4.2    ,-
わからない,24    ,12.5    ,16.7    ,12.5    ,20.8    ,12.5    ,4.2    ,8.3    ,8.3    ,4.2    ,-,-,-,-,41.7    ,37.5    ,20.8    ,-
非該当,3049    ,7.1    ,11.9    ,12.5    ,11.5    ,12.6    ,12.1    ,13.0    ,13.3    ,5.1    ,-,0.2    ,0.5    ,0.0    ,31.6    ,36.3    ,31.4    ,0.8    
【全数】Ｑ２〔ネット利用状況（Ｂ２子ども向け携帯等）〕,,,,,,,,,,,,,,,,,,
使っている,30    ,23.3    ,23.3    ,13.3    ,10.0    ,23.3    ,3.3    ,-,3.3    ,-,-,-,-,-,60.0    ,36.7    ,3.3    ,-
使える機種・設定で、使っていない,37    ,27.0    ,13.5    ,24.3    ,16.2    ,13.5    ,5.4    ,-,-,-,-,-,-,-,64.9    ,35.1    ,-,-
使えない機種・設定で、使っていない,214    ,20.1    ,33.2    ,28.0    ,8.4    ,7.9    ,0.9    ,-,0.5    ,0.9    ,-,-,-,-,81.3    ,17.3    ,1.4    ,-
わからない,26    ,26.9    ,19.2    ,30.8    ,11.5    ,7.7    ,-,-,3.8    ,-,-,-,-,-,76.9    ,19.2    ,3.8    ,-
非該当,3134    ,5.4    ,9.9    ,11.7    ,12.6    ,13.7    ,14.0    ,13.2    ,13.5    ,5.3    ,-,0.2    ,0.5    ,0.0    ,26.9    ,40.3    ,32.0    ,0.8    
【全数】Ｑ２〔ネット利用状況（Ｃ１ノートＰＣ）〕,,,,,,,,,,,,,,,,,,
使っている,793    ,3.8    ,7.9    ,12.0    ,12.0    ,13.5    ,14.9    ,12.4    ,16.5    ,6.8    ,-,0.1    ,0.1    ,-,23.7    ,40.4    ,35.7    ,0.3    
使える機種・設定で、使っていない,46    ,2.2    ,6.5    ,13.0    ,4.3    ,15.2    ,21.7    ,10.9    ,19.6    ,6.5    ,-,-,-,-,21.7    ,41.3    ,37.0    ,-
使えない機種・設定で、使っていない,4    ,-,-,25.0    ,-,-,25.0    ,50.0    ,-,-,-,-,-,-,25.0    ,25.0    ,50.0    ,-
わからない,3    ,-,33.3    ,66.7    ,-,-,-,-,-,-,-,-,-,-,100.0    ,-,-,-
非該当,2595    ,7.9    ,12.8    ,13.2    ,12.6    ,13.3    ,12.2    ,11.9    ,11.0    ,4.3    ,-,0.2    ,0.6    ,0.0    ,33.8    ,38.1    ,27.2    ,0.9    
【全数】Ｑ２〔ネット利用状況（Ｃ２デスクトップＰＣ）〕,,,,,,,,,,,,,,,,,,
使っている,380    ,3.2    ,9.2    ,10.3    ,12.6    ,13.2    ,11.6    ,16.8    ,16.1    ,6.6    ,-,-,0.5    ,-,22.6    ,37.4    ,39.5    ,0.5    
使える機種・設定で、使っていない,25    ,4.0    ,4.0    ,4.0    ,8.0    ,24.0    ,16.0    ,20.0    ,20.0    ,-,-,-,-,-,12.0    ,48.0    ,40.0    ,-
使えない機種・設定で、使っていない,2    ,-,-,-,-,-,50.0    ,-,-,50.0    ,-,-,-,-,-,50.0    ,50.0    ,-
わからない,2    ,50.0    ,-,-,-,-,-,-,50.0    ,-,-,-,-,-,50.0    ,-,50.0    ,-
非該当,3032    ,7.3    ,11.9    ,13.4    ,12.4    ,13.3    ,13.1    ,11.3    ,11.8    ,4.7    ,-,0.2    ,0.5    ,0.0    ,32.7    ,38.7    ,27.9    ,0.8    
【全数】Ｑ２〔ネット利用状況（Ｄ１タブレット）〕,,,,,,,,,,,,,,,,,,
使っている,434    ,5.1    ,10.6    ,14.7    ,15.9    ,16.6    ,15.9    ,9.9    ,8.3    ,2.8    ,-,-,0.2    ,-,30.4    ,48.4    ,21.0    ,0.2    
使える機種・設定で、使っていない,32    ,15.6    ,6.3    ,15.6    ,9.4    ,15.6    ,12.5    ,9.4    ,3.1    ,12.5    ,-,-,-,-,37.5    ,37.5    ,25.0    ,-
使えない機種・設定で、使っていない,5    ,20.0    ,20.0    ,40.0    ,-,-,-,-,20.0    ,-,-,-,-,-,80.0    ,-,20.0    ,-
わからない,12    ,8.3    ,16.7    ,25.0    ,8.3    ,8.3    ,25.0    ,-,8.3    ,-,-,-,-,-,50.0    ,41.7    ,8.3    ,-
非該当,2958    ,7.0    ,11.7    ,12.6    ,11.9    ,12.9    ,12.5    ,12.4    ,13.1    ,5.1    ,-,0.2    ,0.5    ,0.0    ,31.3    ,37.3    ,30.6    ,0.8    
【全数】Ｑ２〔ネット利用状況（Ｄ２学習用タブレット）〕,,,,,,,,,,,,,,,,,,
使っている,139    ,6.5    ,13.7    ,4.3    ,28.1    ,23.7    ,12.9    ,10.8    ,-,-,-,-,-,-,24.5    ,64.7    ,10.8    ,-
使える機種・設定で、使っていない,33    ,9.1    ,9.1    ,6.1    ,24.2    ,30.3    ,15.2    ,6.1    ,-,-,-,-,-,-,24.2    ,69.7    ,6.1    ,-
使えない機種・設定で、使っていない,22    ,4.5    ,50.0    ,27.3    ,9.1    ,-,9.1    ,-,-,-,-,-,-,-,81.8    ,18.2    ,-,-
わからない,8    ,-,50.0    ,25.0    ,-,12.5    ,12.5    ,-,-,-,-,-,-,-,75.0    ,25.0    ,-,-
非該当,3239    ,6.9    ,11.1    ,13.3    ,11.6    ,12.8    ,12.9    ,12.2    ,13.2    ,5.2    ,-,0.2    ,0.5    ,0.0    ,31.3    ,37.4    ,30.6    ,0.8    
【全数】Ｑ２〔ネット利用状況（Ｄ３娯楽用タブレット）〕,,,,,,,,,,,,,,,,,,
使っている,6    ,16.7    ,50.0    ,-,-,16.7    ,16.7    ,-,-,-,-,-,-,-,66.7    ,33.3    ,-,-
使える機種・設定で、使っていない,1    ,-,-,-,-,100.0    ,-,-,-,-,-,-,-,-,-,100.0    ,-,-
使えない機種・設定で、使っていない,2    ,50.0    ,-,50.0    ,-,-,-,-,-,-,-,-,-,-,100.0    ,-,-,-
わからない,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
非該当,3432    ,6.8    ,11.5    ,13.0    ,12.4    ,13.3    ,12.9    ,12.0    ,12.4    ,4.9    ,-,0.2    ,0.5    ,0.0    ,31.3    ,38.6    ,29.3    ,0.7    
【全数】Ｑ２〔ネット利用状況（Ｅ１携帯音楽プレイヤー）〕,,,,,,,,,,,,,,,,,,
使っている,327    ,1.2    ,2.4    ,6.4    ,12.2    ,20.2    ,22.3    ,12.5    ,17.1    ,4.6    ,-,-,0.9    ,-,10.1    ,54.7    ,34.3    ,0.9    
使える機種・設定で、使っていない,162    ,1.2    ,4.3    ,6.2    ,8.0    ,17.9    ,17.3    ,22.2    ,17.3    ,4.3    ,-,-,1.2    ,-,11.7    ,43.2    ,43.8    ,1.2    
使えない機種・設定で、使っていない,328    ,1.8    ,4.3    ,7.9    ,11.9    ,13.4    ,16.2    ,15.9    ,19.2    ,9.1    ,-,-,0.3    ,-,14.0    ,41.5    ,44.2    ,0.3    
わからない,58    ,-,3.4    ,10.3    ,17.2    ,19.0    ,10.3    ,12.1    ,17.2    ,6.9    ,-,-,3.4    ,-,13.8    ,46.6    ,36.2    ,3.4    
非該当,2566    ,8.7    ,14.3    ,15.0    ,12.6    ,12.0    ,11.1    ,10.8    ,10.5    ,4.4    ,-,0.3    ,0.4    ,0.0    ,38.0    ,35.7    ,25.6    ,0.7    
【全数】Ｑ２〔ネット利用状況（Ｆ１携帯ゲーム）〕,,,,,,,,,,,,,,,,,,
使っている,638    ,7.1    ,15.8    ,19.3    ,16.0    ,14.7    ,8.9    ,7.1    ,7.7    ,2.7    ,-,-,0.8    ,-,42.2    ,39.7    ,17.4    ,0.8    
使える機種・設定で、使っていない,462    ,10.0    ,12.6    ,15.2    ,13.6    ,12.3    ,11.7    ,9.3    ,11.0    ,3.7    ,-,-,0.6    ,-,37.7    ,37.7    ,24.0    ,0.6    
使えない機種・設定で、使っていない,298    ,9.1    ,14.4    ,17.8    ,11.4    ,9.4    ,11.7    ,11.4    ,9.7    ,5.0    ,-,-,-,-,41.3    ,32.6    ,26.2    ,-
わからない,97    ,6.2    ,13.4    ,17.5    ,16.5    ,16.5    ,10.3    ,10.3    ,8.2    ,1.0    ,-,-,-,-,37.1    ,43.3    ,19.6    ,-
非該当,1946    ,5.7    ,9.4    ,9.5    ,10.8    ,13.6    ,14.9    ,14.4    ,14.9    ,6.1    ,-,0.4    ,0.5    ,0.1    ,24.6    ,39.2    ,35.4    ,0.9    
【全数】Ｑ２〔ネット利用状況（Ｆ２据置型ゲーム）〕,,,,,,,,,,,,,,,,,,
使っている,266    ,6.0    ,10.2    ,14.7    ,15.4    ,12.8    ,14.3    ,10.2    ,12.8    ,3.0    ,-,-,0.8    ,-,30.8    ,42.5    ,25.9    ,0.8    
使える機種・設定で、使っていない,327    ,7.3    ,13.5    ,17.1    ,15.6    ,12.8    ,12.2    ,8.3    ,9.5    ,3.7    ,-,-,-,-,37.9    ,40.7    ,21.4    ,-
使えない機種・設定で、使っていない,205    ,10.2    ,14.6    ,22.0    ,13.2    ,10.7    ,8.8    ,11.7    ,7.3    ,1.5    ,-,-,-,-,46.8    ,32.7    ,20.5    ,-
わからない,93    ,7.5    ,18.3    ,15.1    ,10.8    ,19.4    ,10.8    ,7.5    ,9.7    ,1.1    ,-,-,-,-,40.9    ,40.9    ,18.3    ,-
非該当,2550    ,6.5    ,11.0    ,11.5    ,11.6    ,13.5    ,13.3    ,12.9    ,13.2    ,5.6    ,-,0.3    ,0.6    ,0.0    ,29.0    ,38.4    ,31.7    ,0.9    
【全数】Ｑ２〔ネット利用状況（Ｇ１ネットテレビ）〕,,,,,,,,,,,,,,,,,,
使っている,58    ,1.7    ,5.2    ,12.1    ,15.5    ,19.0    ,17.2    ,15.5    ,10.3    ,3.4    ,-,-,-,-,19.0    ,51.7    ,29.3    ,-
使える機種・設定で、使っていない,44    ,6.8    ,9.1    ,6.8    ,9.1    ,25.0    ,6.8    ,18.2    ,13.6    ,4.5    ,-,-,-,-,22.7    ,40.9    ,36.4    ,-
使えない機種・設定で、使っていない,5    ,20.0    ,-,20.0    ,-,20.0    ,-,-,40.0    ,-,-,-,-,-,40.0    ,20.0    ,40.0    ,-
わからない,7    ,-,14.3    ,28.6    ,14.3    ,-,14.3    ,14.3    ,14.3    ,-,-,-,-,-,42.9    ,28.6    ,28.6    ,-
非該当,3327    ,6.9    ,11.7    ,13.0    ,12.4    ,13.1    ,13.0    ,11.9    ,12.4    ,4.9    ,-,0.2    ,0.5    ,0.0    ,31.7    ,38.4    ,29.2    ,0.8    
Ｑ３〔ネット利用項目（Ａ１スマホ～Ｇ１インターネット接続テレビ計）〕,,,,,,,,,,,,,,,,,,
コミニュケーション（計）,1732    ,1.4    ,2.7    ,5.4    ,9.8    ,13.9    ,15.6    ,20.2    ,21.4    ,8.3    ,-,0.4    ,0.8    ,-,9.5    ,39.4    ,49.9    ,1.2    
ニュース（計）,638    ,0.8    ,2.7    ,4.7    ,9.6    ,10.5    ,13.8    ,23.8    ,21.6    ,11.8    ,-,0.5    ,0.3    ,-,8.2    ,33.9    ,57.2    ,0.8    
情報検索（計）,1626    ,2.5    ,5.8    ,8.7    ,10.8    ,14.3    ,13.8    ,16.9    ,18.6    ,7.9    ,-,0.3    ,0.3    ,-,17.0    ,38.9    ,43.4    ,0.6    
地図・ナビゲーション（計）,701    ,0.7    ,1.1    ,3.1    ,6.3    ,11.6    ,15.1    ,23.4    ,27.0    ,10.1    ,-,0.9    ,0.7    ,-,5.0    ,33.0    ,60.5    ,1.6    
音楽視聴（計）,1607    ,1.1    ,3.0    ,6.1    ,10.6    ,15.5    ,16.7    ,18.7    ,19.7    ,7.5    ,-,0.4    ,0.7    ,-,10.2    ,42.8    ,45.9    ,1.1    
動画視聴（計）,1804    ,2.5    ,5.7    ,8.8    ,11.3    ,14.0    ,15.0    ,17.4    ,17.6    ,7.0    ,-,0.3    ,0.5    ,-,17.0    ,40.2    ,41.9    ,0.8    
電子書籍（計）,303    ,-,2.0    ,3.6    ,8.6    ,13.2    ,19.1    ,21.5    ,20.8    ,9.9    ,-,1.0    ,0.3    ,-,5.6    ,40.9    ,52.1    ,1.3    
ゲーム（計）,1856    ,4.2    ,8.4    ,10.2    ,12.0    ,13.8    ,13.3    ,16.1    ,15.6    ,5.5    ,-,0.3    ,0.6    ,-,22.7    ,39.1    ,37.3    ,0.9    
ショッピング・オークション（計）,299    ,1.3    ,2.7    ,4.7    ,3.0    ,9.7    ,14.0    ,18.4    ,28.4    ,14.4    ,-,1.7    ,1.7    ,-,8.7    ,26.8    ,61.2    ,3.3    
その他（計）,185    ,6.5    ,9.2    ,11.9    ,14.6    ,12.4    ,14.6    ,16.8    ,9.2    ,4.3    ,-,-,0.5    ,-,27.6    ,41.6    ,30.3    ,0.5    
わからない（計）,67    ,4.5    ,9.0    ,22.4    ,16.4    ,9.0    ,13.4    ,14.9    ,4.5    ,6.0    ,-,-,-,-,35.8    ,38.8    ,25.4    ,-
Ｑ３〔ネット利用項目（Ａ１スマホ／ＭＡ）〕,,,,,,,,,,,,,,,,,,
