,,,,,,,,,,,,
＜全員に＞,,,,,,,,,,,,
Ｆ４　あなたに、1人以上、兄または姉はいますか。（１つだけ）,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,青少年分析軸,,,,,,,,,,,
,総数,１人以上いる,いない,小学生（計）,１人以上いる,いない,中学生（計）,１人以上いる,いない,高校生（計）,１人以上いる,いない
＊＊【　総　数　】＊＊,3441    ,53.6    ,46.4    ,31.4    ,14.9    ,16.5    ,38.6    ,21.5    ,17.1    ,29.3    ,16.8    ,12.4    
福島県,43    ,39.5    ,60.5    ,44.2    ,16.3    ,27.9    ,30.2    ,9.3    ,20.9    ,25.6    ,14.0    ,11.6    
茨城県,82    ,67.1    ,32.9    ,28.0    ,15.9    ,12.2    ,40.2    ,29.3    ,11.0    ,30.5    ,20.7    ,9.8    
栃木県,69    ,47.8    ,52.2    ,30.4    ,7.2    ,23.2    ,43.5    ,20.3    ,23.2    ,23.2    ,18.8    ,4.3    
群馬県,41    ,51.2    ,48.8    ,24.4    ,14.6    ,9.8    ,43.9    ,19.5    ,24.4    ,31.7    ,17.1    ,14.6    
埼玉県,174    ,54.0    ,46.0    ,29.3    ,13.8    ,15.5    ,41.4    ,20.7    ,20.7    ,27.6    ,18.4    ,9.2    
千葉県,174    ,44.3    ,55.7    ,34.5    ,11.5    ,23.0    ,30.5    ,16.7    ,13.8    ,34.5    ,16.1    ,18.4    
東京都,237    ,54.0    ,46.0    ,35.4    ,19.0    ,16.5    ,36.3    ,18.6    ,17.7    ,27.8    ,16.0    ,11.8    
神奈川県,207    ,59.4    ,40.6    ,31.9    ,16.4    ,15.5    ,41.5    ,24.2    ,17.4    ,25.6    ,18.4    ,7.2    
新潟県,66    ,47.0    ,53.0    ,28.8    ,15.2    ,13.6    ,42.4    ,15.2    ,27.3    ,28.8    ,16.7    ,12.1    
富山県,52    ,57.7    ,42.3    ,25.0    ,9.6    ,15.4    ,44.2    ,23.1    ,21.2    ,30.8    ,25.0    ,5.8    
石川県,28    ,35.7    ,64.3    ,21.4    ,3.6    ,17.9    ,39.3    ,10.7    ,28.6    ,39.3    ,21.4    ,17.9    
福井県,34    ,47.1    ,52.9    ,17.6    ,5.9    ,11.8    ,52.9    ,23.5    ,29.4    ,29.4    ,17.6    ,11.8    
山梨県,41    ,53.7    ,46.3    ,31.7    ,9.8    ,22.0    ,34.1    ,24.4    ,9.8    ,34.1    ,19.5    ,14.6    
長野県,58    ,60.3    ,39.7    ,34.5    ,20.7    ,13.8    ,41.4    ,27.6    ,13.8    ,24.1    ,12.1    ,12.1    
岐阜県,56    ,50.0    ,50.0    ,26.8    ,12.5    ,14.3    ,48.2    ,28.6    ,19.6    ,25.0    ,8.9    ,16.1    
静岡県,104    ,55.8    ,44.2    ,25.0    ,11.5    ,13.5    ,33.7    ,20.2    ,13.5    ,41.3    ,24.0    ,17.3    
愛知県,241    ,52.7    ,47.3    ,29.5    ,14.1    ,15.4    ,41.1    ,23.7    ,17.4    ,27.8    ,13.7    ,14.1    
三重県,54    ,38.9    ,61.1    ,27.8    ,9.3    ,18.5    ,50.0    ,20.4    ,29.6    ,22.2    ,9.3    ,13.0    
滋賀県,44    ,38.6    ,61.4    ,31.8    ,13.6    ,18.2    ,45.5    ,18.2    ,27.3    ,22.7    ,6.8    ,15.9    
京都府,72    ,58.3    ,41.7    ,33.3    ,16.7    ,16.7    ,48.6    ,31.9    ,16.7    ,18.1    ,9.7    ,8.3    
大阪府,233    ,50.6    ,49.4    ,34.3    ,15.5    ,18.9    ,37.8    ,21.9    ,15.9    ,27.9    ,13.3    ,14.6    
兵庫県,147    ,55.8    ,44.2    ,41.5    ,21.1    ,20.4    ,32.7    ,21.1    ,11.6    ,25.2    ,12.9    ,12.2    
奈良県,31    ,61.3    ,38.7    ,29.0    ,12.9    ,16.1    ,32.3    ,19.4    ,12.9    ,38.7    ,29.0    ,9.7    
和歌山県,27    ,74.1    ,25.9    ,33.3    ,25.9    ,7.4    ,33.3    ,25.9    ,7.4    ,33.3    ,22.2    ,11.1    
鳥取県,14    ,85.7    ,14.3    ,21.4    ,14.3    ,7.1    ,57.1    ,50.0    ,7.1    ,21.4    ,21.4    ,-
島根県,21    ,52.4    ,47.6    ,23.8    ,9.5    ,14.3    ,38.1    ,19.0    ,19.0    ,38.1    ,23.8    ,14.3    
岡山県,65    ,47.7    ,52.3    ,23.1    ,6.2    ,16.9    ,60.0    ,33.8    ,26.2    ,16.9    ,7.7    ,9.2    
広島県,72    ,65.3    ,34.7    ,25.0    ,11.1    ,13.9    ,29.2    ,25.0    ,4.2    ,45.8    ,29.2    ,16.7    
山口県,45    ,57.8    ,42.2    ,31.1    ,13.3    ,17.8    ,33.3    ,20.0    ,13.3    ,33.3    ,22.2    ,11.1    
徳島県,26    ,34.6    ,65.4    ,34.6    ,11.5    ,23.1    ,46.2    ,11.5    ,34.6    ,19.2    ,11.5    ,7.7    
香川県,33    ,60.6    ,39.4    ,39.4    ,24.2    ,15.2    ,36.4    ,21.2    ,15.2    ,24.2    ,15.2    ,9.1    
愛媛県,34    ,44.1    ,55.9    ,38.2    ,17.6    ,20.6    ,23.5    ,11.8    ,11.8    ,38.2    ,14.7    ,23.5    
高知県,16    ,50.0    ,50.0    ,31.3    ,6.3    ,25.0    ,37.5    ,25.0    ,12.5    ,31.3    ,18.8    ,12.5    
福岡県,155    ,57.4    ,42.6    ,31.6    ,18.1    ,13.5    ,35.5    ,20.6    ,14.8    ,31.0    ,18.1    ,12.9    
佐賀県,20    ,35.0    ,65.0    ,35.0    ,20.0    ,15.0    ,30.0    ,5.0    ,25.0    ,35.0    ,10.0    ,25.0    
長崎県,44    ,45.5    ,54.5    ,56.8    ,22.7    ,34.1    ,25.0    ,18.2    ,6.8    ,18.2    ,4.5    ,13.6    
熊本県,43    ,23.3    ,76.7    ,30.2    ,11.6    ,18.6    ,34.9    ,4.7    ,30.2    ,34.9    ,7.0    ,27.9    
大分県,31    ,74.2    ,25.8    ,41.9    ,29.0    ,12.9    ,29.0    ,22.6    ,6.5    ,29.0    ,22.6    ,6.5    
宮崎県,40    ,62.5    ,37.5    ,27.5    ,22.5    ,5.0    ,35.0    ,15.0    ,20.0    ,35.0    ,22.5    ,12.5    
鹿児島県,33    ,48.5    ,51.5    ,33.3    ,12.1    ,21.2    ,42.4    ,18.2    ,24.2    ,24.2    ,18.2    ,6.1    
沖縄県,47    ,76.6    ,23.4    ,19.1    ,10.6    ,8.5    ,51.1    ,38.3    ,12.8    ,29.8    ,27.7    ,2.1    
Ｑ１〔機器の利用状況〕,,,,,,,,,,,,
スマートフォン,1541    ,55.6    ,44.4    ,8.2    ,3.9    ,4.3    ,32.2    ,17.3    ,14.9    ,58.2    ,33.5    ,24.7    
格安スマートフォン,22    ,63.6    ,36.4    ,13.6    ,4.5    ,9.1    ,59.1    ,45.5    ,13.6    ,22.7    ,9.1    ,13.6    
機能限定・子供向けスマートフォン,60    ,51.7    ,48.3    ,50.0    ,20.0    ,30.0    ,36.7    ,20.0    ,16.7    ,13.3    ,11.7    ,1.7    
契約切れスマートフォン,100    ,56.0    ,44.0    ,31.0    ,15.0    ,16.0    ,49.0    ,28.0    ,21.0    ,20.0    ,13.0    ,7.0    
携帯電話,392    ,50.3    ,49.7    ,29.8    ,13.3    ,16.6    ,56.6    ,29.3    ,27.3    ,13.0    ,7.4    ,5.6    
機能限定電話・子ども向け携帯電話,307    ,39.7    ,60.3    ,76.9    ,26.7    ,50.2    ,21.5    ,12.1    ,9.4    ,1.6    ,1.0    ,0.7    
ノートパソコン,846    ,52.4    ,47.6    ,23.9    ,11.2    ,12.6    ,40.2    ,22.5    ,17.7    ,35.7    ,18.4    ,17.3    
デスクトップパソコン,409    ,56.0    ,44.0    ,22.0    ,11.0    ,11.0    ,37.9    ,20.5    ,17.4    ,39.6    ,24.0    ,15.6    
タブレット,483    ,50.3    ,49.7    ,31.9    ,13.5    ,18.4    ,47.0    ,25.7    ,21.3    ,20.9    ,11.0    ,9.9    
学習用タブレット,202    ,41.1    ,58.9    ,32.7    ,11.9    ,20.8    ,58.9    ,25.2    ,33.7    ,8.4    ,4.0    ,4.5    
子供向け娯楽用タブレット,9    ,22.2    ,77.8    ,66.7    ,22.2    ,44.4    ,33.3    ,-,33.3    ,-,-,-
携帯音楽プレイヤー,875    ,54.7    ,45.3    ,12.1    ,6.3    ,5.8    ,47.1    ,26.5    ,20.6    ,39.9    ,21.1    ,18.7    
携帯ゲーム機,1495    ,48.8    ,51.2    ,40.3    ,17.8    ,22.5    ,37.9    ,18.8    ,19.1    ,21.3    ,11.9    ,9.4    
据置型ゲーム機,891    ,47.4    ,52.6    ,38.2    ,16.4    ,21.8    ,39.4    ,19.8    ,19.6    ,22.2    ,11.1    ,11.1    
インターネット接続テレビ,114    ,50.0    ,50.0    ,22.8    ,9.6    ,13.2    ,44.7    ,21.1    ,23.7    ,32.5    ,19.3    ,13.2    
利用している（計）,3142    ,53.0    ,47.0    ,28.9    ,13.1    ,15.8    ,38.7    ,21.4    ,17.3    ,31.6    ,18.0    ,13.6    
いずれも利用していない,299    ,60.2    ,39.8    ,57.2    ,32.8    ,24.4    ,37.8    ,23.1    ,14.7    ,5.0    ,4.3    ,0.7    
Ａスマートフォン（計）,1678    ,55.5    ,44.5    ,11.0    ,5.2    ,5.8    ,33.2    ,18.0    ,15.2    ,54.4    ,31.3    ,23.1    
Ｂ携帯電話（計）,694    ,45.4    ,54.6    ,50.7    ,19.3    ,31.4    ,41.1    ,21.5    ,19.6    ,7.9    ,4.5    ,3.5    
Ｃパソコン（計）,1202    ,53.2    ,46.8    ,23.6    ,11.3    ,12.3    ,39.4    ,21.6    ,17.7    ,36.7    ,19.9    ,16.8    
Ｄタブレット（計）,666    ,48.0    ,52.0    ,32.6    ,13.1    ,19.5    ,50.0    ,25.7    ,24.3    ,17.3    ,9.2    ,8.1    
Ｅ携帯音楽プレイヤー,875    ,54.7    ,45.3    ,12.1    ,6.3    ,5.8    ,47.1    ,26.5    ,20.6    ,39.9    ,21.1    ,18.7    
Ｆゲーム機（計）,1679    ,48.8    ,51.2    ,38.8    ,17.0    ,21.9    ,38.8    ,19.5    ,19.2    ,21.9    ,12.0    ,9.9    
Ｇインターネット接続テレビ,114    ,50.0    ,50.0    ,22.8    ,9.6    ,13.2    ,44.7    ,21.1    ,23.7    ,32.5    ,19.3    ,13.2    
