小学生（計）,269    ,11.2    ,10.4    ,20.4    ,33.1    ,10.4    ,2.6    ,2.2    ,-,9.7    ,15.2    ,58.13    ,52.6    
  インターネット利用（計）,269    ,11.2    ,10.4    ,20.4    ,33.1    ,10.4    ,2.6    ,2.2    ,-,9.7    ,15.2    ,58.13    ,52.6    
  インターネット非利用（含わからない）,-,-,-,-,-,-,-,-,-,-,-,-,-
中学生（計）,253    ,22.1    ,7.1    ,17.4    ,26.9    ,13.4    ,2.4    ,0.4    ,-,10.3    ,16.2    ,49.91    ,48.0    
  インターネット利用（計）,253    ,22.1    ,7.1    ,17.4    ,26.9    ,13.4    ,2.4    ,0.4    ,-,10.3    ,16.2    ,49.91    ,48.0    
  インターネット非利用（含わからない）,-,-,-,-,-,-,-,-,-,-,-,-,-
高校生（計）,111    ,27.9    ,9.0    ,19.8    ,18.9    ,7.2    ,7.2    ,0.9    ,-,9.0    ,15.3    ,47.52    ,56.1    
  インターネット利用（計）,111    ,27.9    ,9.0    ,19.8    ,18.9    ,7.2    ,7.2    ,0.9    ,-,9.0    ,15.3    ,47.52    ,56.1    
  インターネット非利用（含わからない）,-,-,-,-,-,-,-,-,-,-,-,-,-
Ｆ４〔兄弟・姉妹の有無〕,,,,,,,,,,,,,
  １人以上いる,308    ,18.5    ,8.4    ,19.5    ,27.9    ,10.7    ,4.5    ,1.3    ,-,9.1    ,16.6    ,54.86    ,53.8    
  いない,330    ,18.5    ,9.1    ,18.5    ,28.5    ,11.5    ,2.1    ,1.2    ,-,10.6    ,14.8    ,51.30    ,49.4    
小学生（計）,269    ,11.2    ,10.4    ,20.4    ,33.1    ,10.4    ,2.6    ,2.2    ,-,9.7    ,15.2    ,58.13    ,52.6    
  １人以上いる,121    ,11.6    ,9.9    ,22.3    ,32.2    ,9.1    ,4.1    ,2.5    ,-,8.3    ,15.7    ,59.75    ,56.6    
  いない,148    ,10.8    ,10.8    ,18.9    ,33.8    ,11.5    ,1.4    ,2.0    ,-,10.8    ,14.9    ,56.77    ,49.3    
中学生（計）,253    ,22.1    ,7.1    ,17.4    ,26.9    ,13.4    ,2.4    ,0.4    ,-,10.3    ,16.2    ,49.91    ,48.0    
  １人以上いる,120    ,23.3    ,6.7    ,15.8    ,26.7    ,15.0    ,2.5    ,0.8    ,-,9.2    ,18.3    ,51.93    ,50.4    
  いない,133    ,21.1    ,7.5    ,18.8    ,27.1    ,12.0    ,2.3    ,-,-,11.3    ,14.3    ,48.05    ,45.8    
高校生（計）,111    ,27.9    ,9.0    ,19.8    ,18.9    ,7.2    ,7.2    ,0.9    ,-,9.0    ,15.3    ,47.52    ,56.1    
  １人以上いる,64    ,21.9    ,9.4    ,21.9    ,21.9    ,6.3    ,9.4    ,-,-,9.4    ,15.6    ,51.90    ,55.1    
  いない,47    ,36.2    ,8.5    ,17.0    ,14.9    ,8.5    ,4.3    ,2.1    ,-,8.5    ,14.9    ,41.63    ,57.4    
〔地域〕,,,,,,,,,,,,,
北海道・東北,105    ,28.6    ,3.8    ,14.3    ,28.6    ,12.4    ,5.7    ,1.9    ,-,4.8    ,20.0    ,57.10    ,59.5    
北関東,99    ,13.1    ,10.1    ,24.2    ,30.3    ,14.1    ,1.0    ,-,-,7.1    ,15.2    ,50.99    ,42.4    
南関東,89    ,14.6    ,12.4    ,19.1    ,23.6    ,11.2    ,5.6    ,2.2    ,-,11.2    ,19.1    ,58.67    ,59.1    
東海・北陸・信越,150    ,20.0    ,12.0    ,18.0    ,28.7    ,10.7    ,1.3    ,0.7    ,-,8.7    ,12.7    ,45.77    ,44.5    
近畿,103    ,8.7    ,10.7    ,15.5    ,31.1    ,11.7    ,4.9    ,2.9    ,-,14.6    ,19.4    ,65.45    ,58.0    
中国・四国,43    ,18.6    ,4.7    ,14.0    ,37.2    ,4.7    ,-,-,-,20.9    ,4.7    ,46.76    ,36.5    
九州・沖縄,49    ,30.6    ,-,32.7    ,16.3    ,8.2    ,4.1    ,-,-,8.2    ,12.2    ,40.89    ,47.5    
〔都市規模〕,,,,,,,,,,,,,
大都市（政令指定都市）,172    ,16.9    ,9.3    ,20.9    ,26.2    ,12.8    ,2.3    ,1.7    ,-,9.9    ,16.9    ,53.65    ,52.0    
人口２０万人以上の市,150    ,20.0    ,8.7    ,18.7    ,27.3    ,11.3    ,2.7    ,2.0    ,-,9.3    ,16.0    ,53.24    ,54.0    
人口１０万人以上の市,126    ,16.7    ,10.3    ,16.7    ,28.6    ,12.7    ,4.8    ,0.8    ,-,9.5    ,18.3    ,55.61    ,52.0    
人口１０万人未満の市,144    ,18.8    ,7.6    ,18.8    ,30.6    ,9.7    ,3.5    ,-,-,11.1    ,13.2    ,50.27    ,46.6    
郡部（町村）,46    ,23.9    ,6.5    ,19.6    ,30.4    ,4.3    ,4.3    ,2.2    ,-,8.7    ,10.9    ,51.55    ,56.6    
〔都道府県〕,,,,,,,,,,,,,
北海道,41    ,19.5    ,4.9    ,17.1    ,29.3    ,14.6    ,7.3    ,2.4    ,-,4.9    ,24.4    ,65.00    ,60.7    
青森県,7    ,57.1    ,-,28.6    ,-,-,-,14.3    ,-,-,14.3    ,47.14    ,99.3    
岩手県,7    ,28.6    ,-,-,42.9    ,14.3    ,-,-,-,14.3    ,14.3    ,55.00    ,55.0    
宮城県,24    ,54.2    ,-,4.2    ,29.2    ,8.3    ,-,-,-,4.2    ,8.3    ,31.30    ,40.9    
秋田県,11    ,9.1    ,-,9.1    ,45.5    ,27.3    ,-,-,-,9.1    ,27.3    ,78.00    ,40.5    
山形県,7    ,-,28.6    ,42.9    ,28.6    ,-,-,-,-,-,-,37.86    ,19.1    
福島県,8    ,25.0    ,-,12.5    ,12.5    ,12.5    ,37.5    ,-,-,-,50.0    ,93.75    ,80.9    
茨城県,17    ,5.9    ,5.9    ,17.6    ,52.9    ,17.6    ,-,-,-,-,17.6    ,60.59    ,35.8    
栃木県,16    ,6.3    ,6.3    ,18.8    ,43.8    ,12.5    ,-,-,-,12.5    ,12.5    ,60.00    ,39.8    
群馬県,5    ,40.0    ,-,20.0    ,20.0    ,-,-,-,-,20.0    ,-,22.50    ,28.7    
埼玉県,27    ,7.4    ,7.4    ,29.6    ,29.6    ,14.8    ,-,-,-,11.1    ,14.8    ,50.63    ,37.4    
千葉県,34    ,20.6    ,17.6    ,26.5    ,14.7    ,14.7    ,2.9    ,-,-,2.9    ,17.6    ,45.94    ,50.3    
東京都,49    ,18.4    ,12.2    ,18.4    ,20.4    ,12.2    ,2.0    ,4.1    ,-,12.2    ,18.4    ,55.93    ,60.7    
神奈川県,36    ,8.3    ,11.1    ,19.4    ,27.8    ,11.1    ,11.1    ,-,-,11.1    ,22.2    ,66.41    ,59.3    
新潟県,16    ,31.3    ,-,18.8    ,31.3    ,12.5    ,6.3    ,-,-,-,18.8    ,53.13    ,52.9    
富山県,11    ,-,9.1    ,18.2    ,45.5    ,9.1    ,9.1    ,-,-,9.1    ,18.2    ,67.50    ,48.6    
石川県,7    ,28.6    ,14.3    ,14.3    ,14.3    ,28.6    ,-,-,-,-,28.6    ,48.57    ,53.0    
福井県,6    ,50.0    ,-,16.7    ,33.3    ,-,-,-,-,-,-,26.67    ,32.0    
山梨県,4    ,25.0    ,25.0    ,25.0    ,25.0    ,-,-,-,-,-,-,26.25    ,25.6    
長野県,13    ,7.7    ,15.4    ,30.8    ,7.7    ,23.1    ,-,-,-,15.4    ,23.1    ,53.64    ,52.0    
岐阜県,12    ,8.3    ,8.3    ,33.3    ,16.7    ,8.3    ,-,-,-,25.0    ,8.3    ,41.11    ,35.5    
静岡県,25    ,24.0    ,16.0    ,12.0    ,32.0    ,4.0    ,-,4.0    ,-,8.0    ,8.0    ,42.39    ,53.4    
愛知県,51    ,19.6    ,13.7    ,11.8    ,35.3    ,9.8    ,-,-,-,9.8    ,9.8    ,43.91    ,37.2    
三重県,9    ,22.2    ,22.2    ,33.3    ,11.1    ,11.1    ,-,-,-,-,11.1    ,32.22    ,38.0    
滋賀県,10    ,20.0    ,20.0    ,20.0    ,10.0    ,10.0    ,10.0    ,-,-,10.0    ,20.0    ,48.33    ,62.6    
京都府,10    ,-,30.0    ,-,30.0    ,10.0    ,20.0    ,10.0    ,-,-,40.0    ,92.50    ,83.2    
大阪府,44    ,9.1    ,6.8    ,15.9    ,34.1    ,13.6    ,2.3    ,-,-,18.2    ,15.9    ,60.28    ,45.1    
兵庫県,27    ,11.1    ,11.1    ,22.2    ,18.5    ,11.1    ,3.7    ,7.4    ,-,14.8    ,22.2    ,66.96    ,71.3    
奈良県,7    ,-,-,14.3    ,57.1    ,14.3    ,-,-,-,14.3    ,14.3    ,70.00    ,31.0    
和歌山県,5    ,-,-,-,80.0    ,-,-,-,-,20.0    ,-,67.50    ,15.0    
鳥取県,2    ,-,-,-,-,-,-,-,-,100.0    ,-,-,-
島根県,2    ,-,-,-,-,50.0    ,-,-,-,50.0    ,50.0    ,120.00    ,-
岡山県,11    ,36.4    ,-,18.2    ,45.5    ,-,-,-,-,-,-,35.45    ,32.4    
広島県,8    ,12.5    ,12.5    ,12.5    ,25.0    ,12.5    ,-,-,-,25.0    ,12.5    ,56.67    ,44.1    
山口県,4    ,50.0    ,-,-,50.0    ,-,-,-,-,-,-,37.50    ,45.0    
徳島県,5    ,-,20.0    ,20.0    ,60.0    ,-,-,-,-,-,-,55.00    ,37.4    
香川県,5    ,-,-,-,60.0    ,-,-,-,-,40.0    ,-,65.00    ,8.7    
愛媛県,3    ,33.3    ,-,-,-,-,-,-,-,66.7    ,-,-,-
高知県,3    ,-,-,66.7    ,33.3    ,-,-,-,-,-,-,40.00    ,17.3    
福岡県,20    ,20.0    ,-,30.0    ,15.0    ,5.0    ,10.0    ,-,-,20.0    ,15.0    ,53.13    ,58.3    
佐賀県,2    ,100.0    ,-,-,-,-,-,-,-,-,-,-,-
長崎県,2    ,-,-,100.0    ,-,-,-,-,-,-,-,30.00    ,-
熊本県,9    ,33.3    ,-,22.2    ,22.2    ,22.2    ,-,-,-,-,22.2    ,50.00    ,54.1    
大分県,4    ,25.0    ,-,25.0    ,50.0    ,-,-,-,-,-,-,37.50    ,28.7    
宮崎県,2    ,50.0    ,-,50.0    ,-,-,-,-,-,-,-,15.00    ,21.2    
鹿児島県,7    ,57.1    ,-,28.6    ,-,14.3    ,-,-,-,-,14.3    ,25.71    ,43.9    
沖縄県,3    ,-,-,66.7    ,33.3    ,-,-,-,-,-,-,40.00    ,17.3    
Ｑ１〔機器の利用状況〕,,,,,,,,,,,,,
スマートフォン,232    ,22.4    ,9.5    ,22.8    ,24.1    ,8.2    ,3.0    ,-,-,9.9    ,11.2    ,43.37    ,44.0    
格安スマートフォン,1    ,-,-,-,100.0    ,-,-,-,-,-,-,90.00    ,-
機能限定・子供向けスマートフォン,9    ,11.1    ,11.1    ,11.1    ,22.2    ,11.1    ,-,11.1    ,-,22.2    ,22.2    ,73.57    ,83.9    
契約切れスマートフォン,30    ,10.0    ,10.0    ,26.7    ,30.0    ,13.3    ,-,-,-,10.0    ,13.3    ,51.48    ,40.0    
携帯電話,88    ,18.2    ,10.2    ,18.2    ,25.0    ,15.9    ,4.5    ,2.3    ,-,5.7    ,22.7    ,58.55    ,57.2    
機能限定電話・子ども向け携帯電話,59    ,15.3    ,8.5    ,25.4    ,25.4    ,6.8    ,-,3.4    ,-,15.3    ,10.2    ,51.06    ,53.9    
ノートパソコン,218    ,22.9    ,8.7    ,19.3    ,21.1    ,11.0    ,2.3    ,2.3    ,-,12.4    ,15.6    ,50.16    ,54.8    
デスクトップパソコン,108    ,14.8    ,9.3    ,17.6    ,32.4    ,10.2    ,4.6    ,0.9    ,-,10.2    ,15.7    ,56.34    ,51.6    
タブレット,110    ,21.8    ,8.2    ,20.9    ,21.8    ,12.7    ,1.8    ,0.9    ,-,11.8    ,15.5    ,48.21    ,49.4    
学習用タブレット,72    ,22.2    ,6.9    ,18.1    ,31.9    ,8.3    ,1.4    ,1.4    ,-,9.7    ,11.1    ,47.00    ,46.8    
子供向け娯楽用タブレット,3    ,-,-,100.0    ,-,-,-,-,-,-,-,30.00    ,-
携帯音楽プレイヤー,178    ,29.2    ,7.3    ,19.7    ,20.2    ,10.1    ,4.5    ,0.6    ,-,8.4    ,15.2    ,45.09    ,51.5    
携帯ゲーム機,638    ,18.5    ,8.8    ,19.0    ,28.2    ,11.1    ,3.3    ,1.3    ,-,9.9    ,15.7    ,53.04    ,51.5    
据置型ゲーム機,329    ,22.5    ,10.0    ,17.3    ,27.4    ,7.9    ,4.6    ,0.9    ,-,9.4    ,13.4    ,49.16    ,52.1    
インターネット接続テレビ,42    ,28.6    ,4.8    ,14.3    ,33.3    ,9.5    ,-,-,-,9.5    ,9.5    ,41.58    ,38.1    
利用している（計）,638    ,18.5    ,8.8    ,19.0    ,28.2    ,11.1    ,3.3    ,1.3    ,-,9.9    ,15.7    ,53.04    ,51.5    
いずれも利用していない,-,-,-,-,-,-,-,-,-,-,-,-,-
Ａスマートフォン（計）,258    ,21.3    ,10.1    ,22.1    ,24.4    ,8.5    ,2.7    ,0.4    ,-,10.5    ,11.6    ,44.85    ,45.7    
Ｂ携帯電話（計）,147    ,17.0    ,9.5    ,21.1    ,25.2    ,12.2    ,2.7    ,2.7    ,-,9.5    ,17.7    ,55.74    ,55.9    
Ｃパソコン（計）,312    ,20.5    ,8.7    ,18.6    ,24.7    ,10.6    ,3.2    ,1.6    ,-,12.2    ,15.4    ,51.70    ,53.2    
Ｄタブレット（計）,174    ,22.4    ,8.0    ,20.1    ,26.4    ,9.8    ,1.7    ,0.6    ,-,10.9    ,12.1    ,45.43    ,45.4    
Ｅ携帯音楽プレイヤー,178    ,29.2    ,7.3    ,19.7    ,20.2    ,10.1    ,4.5    ,0.6    ,-,8.4    ,15.2    ,45.09    ,51.5    
Ｆゲーム機（計）,638    ,18.5    ,8.8    ,19.0    ,28.2    ,11.1    ,3.3    ,1.3    ,-,9.9    ,15.7    ,53.04    ,51.5    
Ｇインターネット接続テレビ,42    ,28.6    ,4.8    ,14.3    ,33.3    ,9.5    ,-,-,-,9.5    ,9.5    ,41.58    ,38.1    
Ａ・Ｂスマートフォン・携帯電話（計）,375    ,20.8    ,9.6    ,20.8    ,25.1    ,9.6    ,2.7    ,1.3    ,-,10.1    ,13.6    ,48.44    ,50.2    
Ａ・Ｂ機能限定や子供向け（計）,68    ,14.7    ,8.8    ,23.5    ,25.0    ,7.4    ,-,4.4    ,-,16.2    ,11.8    ,53.82    ,57.9    
Ａ・Ｂ機能限定や子供向け以外（計）,321    ,21.5    ,9.7    ,21.2    ,24.6    ,10.6    ,3.1    ,0.6    ,-,8.7    ,14.3    ,47.61    ,48.3    
【全数】Ｑ２〔ネット利用状況（ネット利用まとめ）〕,,,,,,,,,,,,,
スマートフォン,222    ,23.0    ,9.0    ,23.0    ,24.8    ,7.7    ,3.2    ,-,-,9.5    ,10.8    ,43.11    ,44.0    
格安スマートフォン,1    ,-,-,-,100.0    ,-,-,-,-,-,-,90.00    ,-
機能限定・子供向けスマートフォン,5    ,20.0    ,20.0    ,-,20.0    ,20.0    ,-,20.0    ,-,-,40.0    ,85.00    ,99.4    
契約切れスマートフォン,24    ,8.3    ,8.3    ,33.3    ,25.0    ,16.7    ,-,-,-,8.3    ,16.7    ,53.86    ,41.7    
携帯電話,35    ,28.6    ,8.6    ,14.3    ,25.7    ,14.3    ,5.7    ,-,-,2.9    ,20.0    ,50.74    ,52.7    
機能限定電話・子ども向け携帯電話,8    ,12.5    ,12.5    ,37.5    ,25.0    ,-,-,-,-,12.5    ,-,34.43    ,31.9    
ノートパソコン,212    ,23.1    ,8.5    ,19.3    ,21.2    ,10.4    ,2.4    ,2.4    ,-,12.7    ,15.1    ,49.79    ,54.8    
デスクトップパソコン,106    ,15.1    ,9.4    ,17.9    ,32.1    ,10.4    ,4.7    ,0.9    ,-,9.4    ,16.0    ,55.99    ,51.8    
タブレット,105    ,21.0    ,8.6    ,21.9    ,21.9    ,13.3    ,1.9    ,1.0    ,-,10.5    ,16.2    ,49.11    ,49.6    
学習用タブレット,62    ,22.6    ,3.2    ,16.1    ,35.5    ,9.7    ,-,1.6    ,-,11.3    ,11.3    ,49.00    ,45.6    
子供向け娯楽用タブレット,3    ,-,-,100.0    ,-,-,-,-,-,-,-,30.00    ,-
携帯音楽プレイヤー,97    ,30.9    ,5.2    ,16.5    ,23.7    ,10.3    ,5.2    ,-,-,8.2    ,15.5    ,46.46    ,50.5    
携帯ゲーム機,638    ,18.5    ,8.8    ,19.0    ,28.2    ,11.1    ,3.3    ,1.3    ,-,9.9    ,15.7    ,53.04    ,51.5    
据置型ゲーム機,185    ,23.2    ,10.3    ,17.8    ,25.9    ,8.1    ,3.8    ,0.5    ,-,10.3    ,12.4    ,46.61    ,49.5    
インターネット接続テレビ,26    ,30.8    ,-,11.5    ,34.6    ,11.5    ,-,-,-,11.5    ,11.5    ,43.04    ,40.3    
インターネット利用（計）,638    ,18.5    ,8.8    ,19.0    ,28.2    ,11.1    ,3.3    ,1.3    ,-,9.9    ,15.7    ,53.04    ,51.5    
インターネット非利用,-,-,-,-,-,-,-,-,-,-,-,-,-
モバイル機器（計）,638    ,18.5    ,8.8    ,19.0    ,28.2    ,11.1    ,3.3    ,1.3    ,-,9.9    ,15.7    ,53.04    ,51.5    
据置型機器（計）,252    ,21.0    ,9.5    ,17.5    ,28.6    ,9.1    ,3.6    ,0.4    ,-,10.3    ,13.1    ,48.70    ,48.7    
Ａスマートフォン（計）,242    ,21.9    ,9.5    ,22.3    ,25.2    ,8.3    ,2.9    ,0.4    ,-,9.5    ,11.6    ,44.95    ,46.0    
Ｂ携帯電話（計）,43    ,25.6    ,9.3    ,18.6    ,25.6    ,11.6    ,4.7    ,-,-,4.7    ,16.3    ,47.95    ,49.8    
Ｃパソコン（計）,304    ,20.7    ,8.6    ,18.8    ,24.7    ,10.2    ,3.3    ,1.6    ,-,12.2    ,15.1    ,51.33    ,53.2    
Ｄタブレット（計）,159    ,22.0    ,6.9    ,20.1    ,27.7    ,10.7    ,1.3    ,0.6    ,-,10.7    ,12.6    ,46.63    ,45.1    
Ｅ携帯音楽プレイヤー,97    ,30.9    ,5.2    ,16.5    ,23.7    ,10.3    ,5.2    ,-,-,8.2    ,15.5    ,46.46    ,50.5    
Ｆゲーム機（計）,638    ,18.5    ,8.8    ,19.0    ,28.2    ,11.1    ,3.3    ,1.3    ,-,9.9    ,15.7    ,53.04    ,51.5    
Ｇインターネット接続テレビ,26    ,30.8    ,-,11.5    ,34.6    ,11.5    ,-,-,-,11.5    ,11.5    ,43.04    ,40.3    
Ａ・Ｂスマートフォン・携帯電話（計）,280    ,22.9    ,9.3    ,21.8    ,25.0    ,8.6    ,3.2    ,0.4    ,-,8.9    ,12.1    ,45.06    ,46.6    
Ａ・Ｂ機能限定や子供向け（計）,13    ,15.4    ,15.4    ,23.1    ,23.1    ,7.7    ,-,7.7    ,-,7.7    ,15.4    ,55.50    ,69.5    
Ａ・Ｂ機能限定や子供向け以外（計）,270    ,23.0    ,8.9    ,21.9    ,25.2    ,8.9    ,3.3    ,-,-,8.9    ,12.2    ,44.98    ,45.4    
非該当,-,-,-,-,-,-,-,-,-,-,-,-,-
【全数】Ｑ２〔ネット利用状況（Ａ１スマホ～Ｇ１インターネット接続テレビ計）〕,,,,,,,,,,,,,
使っている（計）,638    ,18.5    ,8.8    ,19.0    ,28.2    ,11.1    ,3.3    ,1.3    ,-,9.9    ,15.7    ,53.04    ,51.5    
使える機種・設定で、使っていない（計）,130    ,20.0    ,9.2    ,16.9    ,27.7    ,10.8    ,6.2    ,0.8    ,-,8.5    ,17.7    ,55.41    ,54.4    
使えない機種・設定で、使っていない（計）,142    ,20.4    ,10.6    ,23.2    ,26.1    ,7.7    ,1.4    ,1.4    ,-,9.2    ,10.6    ,44.63    ,46.8    
わからない（計）,50    ,16.0    ,8.0    ,24.0    ,22.0    ,8.0    ,4.0    ,4.0    ,-,14.0    ,16.0    ,58.60    ,64.1    
非該当,-,-,-,-,-,-,-,-,-,-,-,-,-
【全数】Ｑ２〔ネット利用状況（Ａ１スマホ）〕,,,,,,,,,,,,,
使っている,222    ,23.0    ,9.0    ,23.0    ,24.8    ,7.7    ,3.2    ,-,-,9.5    ,10.8    ,43.11    ,44.0    
使える機種・設定で、使っていない,4    ,-,-,25.0    ,-,50.0    ,-,-,-,25.0    ,50.0    ,93.33    ,46.2    
