,,,,
＜該当機器でインターネットを使っている（Ｑ２で「１」を回答）方に＞,,,,
〔回答票５〕Ｑ５〔C-1ノートパソコン〕あなたは、インターネットを利用する場合に、Ｗｉ-Ｆｉ（ワイファイ）などの無線ＬＡＮ（ラン）機能（きのう）を使うことがありますか。インターネットを利用している機器のそれぞれについて、この中から、あてはまるものを１つあげてください。（それぞれ１つだけ）,,,,
,,,,
,,,,
,青少年分析軸,,,
,該当数,使っている,使うことはない,わからない
＊＊【　総　数　】＊＊,793    ,67.6    ,21.6    ,10.8    
調査方法〔訪問・ＷＥＢ〕,,,,
訪問面接調査,777    ,67.4    ,21.9    ,10.7    
ＷＥＢ調査,16    ,75.0    ,6.3    ,18.8    
〔性・学校種別〕,,,,
小学生（計）,188    ,56.4    ,26.6    ,17.0    
  男子,102    ,53.9    ,25.5    ,20.6    
  女子,86    ,59.3    ,27.9    ,12.8    
中学生（計）,320    ,66.9    ,20.6    ,12.5    
  男子,155    ,72.3    ,18.1    ,9.7    
  女子,165    ,61.8    ,23.0    ,15.2    
高校生（計）,283    ,75.6    ,19.4    ,4.9    
  男子,126    ,80.2    ,15.9    ,4.0    
  女子,157    ,72.0    ,22.3    ,5.7    
〔啓発学習経験・学校種別〕,,,,
  説明を受けたり学んだりした,747    ,67.7    ,21.3    ,11.0    
  教えてもらったり学んだりしたことはない,39    ,71.8    ,20.5    ,7.7    
  わからない,7    ,28.6    ,57.1    ,14.3    
小学生（計）,188    ,56.4    ,26.6    ,17.0    
  説明を受けたり学んだりした,162    ,54.9    ,26.5    ,18.5    
  教えてもらったり学んだりしたことはない,23    ,69.6    ,21.7    ,8.7    
  わからない,3    ,33.3    ,66.7    ,-
中学生（計）,320    ,66.9    ,20.6    ,12.5    
  説明を受けたり学んだりした,309    ,67.3    ,20.4    ,12.3    
  教えてもらったり学んだりしたことはない,8    ,62.5    ,25.0    ,12.5    
  わからない,3    ,33.3    ,33.3    ,33.3    
高校生（計）,283    ,75.6    ,19.4    ,4.9    
  説明を受けたり学んだりした,274    ,75.5    ,19.3    ,5.1    
  教えてもらったり学んだりしたことはない,8    ,87.5    ,12.5    ,-
  わからない,1    ,-,100.0    ,-
〔家庭のルール・学校種別〕,,,,
  ルールを決めている（計）,546    ,66.3    ,22.3    ,11.4    
  特にルールを決めていない,245    ,70.6    ,19.6    ,9.8    
  わからない,2    ,50.0    ,50.0    ,-
小学生（計）,188    ,56.4    ,26.6    ,17.0    
  ルールを決めている（計）,147    ,55.8    ,28.6    ,15.6    
  特にルールを決めていない,41    ,58.5    ,19.5    ,22.0    
  わからない,-,-,-,-
中学生（計）,320    ,66.9    ,20.6    ,12.5    
  ルールを決めている（計）,237    ,67.1    ,19.8    ,13.1    
  特にルールを決めていない,82    ,65.9    ,23.2    ,11.0    
  わからない,1    ,100.0    ,-,-
高校生（計）,283    ,75.6    ,19.4    ,4.9    
  ルールを決めている（計）,161    ,74.5    ,20.5    ,5.0    
  特にルールを決めていない,121    ,77.7    ,17.4    ,5.0    
  わからない,1    ,-,100.0    ,-
Ｑ２〔インターネット利用・学校種別〕,,,,
  インターネット利用（計）,793    ,67.6    ,21.6    ,10.8    
  インターネット非利用（含わからない）,-,-,-,-
小学生（計）,188    ,56.4    ,26.6    ,17.0    
  インターネット利用（計）,188    ,56.4    ,26.6    ,17.0    
  インターネット非利用（含わからない）,-,-,-,-
中学生（計）,320    ,66.9    ,20.6    ,12.5    
  インターネット利用（計）,320    ,66.9    ,20.6    ,12.5    
  インターネット非利用（含わからない）,-,-,-,-
高校生（計）,283    ,75.6    ,19.4    ,4.9    
  インターネット利用（計）,283    ,75.6    ,19.4    ,4.9    
  インターネット非利用（含わからない）,-,-,-,-
Ｆ４〔兄弟・姉妹の有無〕,,,,
  １人以上いる,412    ,64.8    ,22.3    ,12.9    
  いない,381    ,70.6    ,20.7    ,8.7    
小学生（計）,188    ,56.4    ,26.6    ,17.0    
  １人以上いる,88    ,53.4    ,26.1    ,20.5    
  いない,100    ,59.0    ,27.0    ,14.0    
中学生（計）,320    ,66.9    ,20.6    ,12.5    
  １人以上いる,174    ,61.5    ,23.0    ,15.5    
  いない,146    ,73.3    ,17.8    ,8.9    
高校生（計）,283    ,75.6    ,19.4    ,4.9    
  １人以上いる,148    ,75.0    ,19.6    ,5.4    
  いない,135    ,76.3    ,19.3    ,4.4    
〔地域〕,,,,
北海道・東北,89    ,64.0    ,19.1    ,16.9    
北関東,127    ,63.8    ,26.0    ,10.2    
南関東,117    ,65.8    ,22.2    ,12.0    
東海・北陸・信越,177    ,71.8    ,19.2    ,9.0    
近畿,136    ,75.7    ,18.4    ,5.9    
中国・四国,79    ,62.0    ,27.8    ,10.1    
九州・沖縄,68    ,61.8    ,20.6    ,17.6    
〔都市規模〕,,,,
大都市（政令指定都市）,232    ,69.8    ,20.3    ,9.9    
人口２０万人以上の市,187    ,66.8    ,21.9    ,11.2    
人口１０万人以上の市,132    ,66.7    ,24.2    ,9.1    
人口１０万人未満の市,181    ,66.3    ,19.9    ,13.8    
郡部（町村）,61    ,67.2    ,24.6    ,8.2    
〔都道府県〕,,,,
北海道,32    ,71.9    ,9.4    ,18.8    
青森県,10    ,60.0    ,30.0    ,10.0    
岩手県,6    ,83.3    ,16.7    ,-
宮城県,11    ,63.6    ,27.3    ,9.1    
秋田県,10    ,90.0    ,10.0    ,-
山形県,5    ,40.0    ,40.0    ,20.0    
福島県,15    ,33.3    ,26.7    ,40.0    
茨城県,24    ,66.7    ,16.7    ,16.7    
栃木県,14    ,64.3    ,35.7    ,-
群馬県,13    ,69.2    ,30.8    ,-
埼玉県,32    ,59.4    ,25.0    ,15.6    
千葉県,44    ,63.6    ,27.3    ,9.1    
東京都,64    ,64.1    ,28.1    ,7.8    
神奈川県,44    ,72.7    ,9.1    ,18.2    
新潟県,16    ,68.8    ,25.0    ,6.3    
富山県,23    ,69.6    ,13.0    ,17.4    
石川県,4    ,100.0    ,-,-
福井県,8    ,87.5    ,-,12.5    
山梨県,9    ,44.4    ,44.4    ,11.1    
長野県,10    ,50.0    ,40.0    ,10.0    
岐阜県,15    ,66.7    ,20.0    ,13.3    
静岡県,29    ,75.9    ,20.7    ,3.4    
愛知県,59    ,69.5    ,22.0    ,8.5    
三重県,13    ,84.6    ,7.7    ,7.7    
滋賀県,7    ,71.4    ,14.3    ,14.3    
京都府,22    ,81.8    ,9.1    ,9.1    
大阪府,53    ,73.6    ,18.9    ,7.5    
兵庫県,38    ,78.9    ,18.4    ,2.6    
奈良県,9    ,77.8    ,22.2    ,-
和歌山県,7    ,57.1    ,42.9    ,-
鳥取県,1    ,100.0    ,-,-
島根県,1    ,-,100.0    ,-
岡山県,22    ,81.8    ,13.6    ,4.5    
広島県,20    ,60.0    ,35.0    ,5.0    
山口県,7    ,57.1    ,28.6    ,14.3    
徳島県,7    ,42.9    ,28.6    ,28.6    
香川県,11    ,45.5    ,45.5    ,9.1    
愛媛県,7    ,42.9    ,28.6    ,28.6    
高知県,3    ,100.0    ,-,-
福岡県,23    ,65.2    ,21.7    ,13.0    
佐賀県,6    ,66.7    ,33.3    ,-
長崎県,5    ,80.0    ,20.0    ,-
熊本県,8    ,62.5    ,12.5    ,25.0    
大分県,3    ,-,33.3    ,66.7    
宮崎県,7    ,85.7    ,14.3    ,-
鹿児島県,7    ,71.4    ,14.3    ,14.3    
沖縄県,9    ,33.3    ,22.2    ,44.4    
Ｑ１〔機器の利用状況〕,,,,
スマートフォン,405    ,75.3    ,17.8    ,6.9    
格安スマートフォン,5    ,100.0    ,-,-
機能限定・子供向けスマートフォン,7    ,42.9    ,28.6    ,28.6    
契約切れスマートフォン,29    ,82.8    ,10.3    ,6.9    
携帯電話,106    ,62.3    ,27.4    ,10.4    
機能限定電話・子ども向け携帯電話,56    ,57.1    ,28.6    ,14.3    
ノートパソコン,793    ,67.6    ,21.6    ,10.8    
デスクトップパソコン,47    ,76.6    ,17.0    ,6.4    
タブレット,123    ,74.8    ,15.4    ,9.8    
学習用タブレット,56    ,75.0    ,17.9    ,7.1    
子供向け娯楽用タブレット,3    ,100.0    ,-,-
携帯音楽プレイヤー,298    ,72.1    ,19.1    ,8.7    
携帯ゲーム機,427    ,67.4    ,23.0    ,9.6    
据置型ゲーム機,278    ,65.5    ,23.0    ,11.5    
インターネット接続テレビ,47    ,68.1    ,17.0    ,14.9    
利用している（計）,793    ,67.6    ,21.6    ,10.8    
いずれも利用していない,-,-,-,-
