,,,,,,,,,,,,,
＜該当機器でインターネットを使っている（Ｑ２で「１」を回答）方に＞,,,,,,,,,,,,,
〔回答票４〕Ｑ４〔C-1ノートパソコン〕あなたは、平日(土日を除いて)１日に平均して、どのくらいの時間、インターネットを使いますか。インターネットを利用している機器について、それぞれお答えください。,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,青少年分析軸,,,,,,,,,,,,
,該当数,使っていない,３０分未満,３０分以上１時間未満,１時間以上２時間未満,２時間以上３時間未満,３時間以上４時間未満,４時間以上５時間未満,５時間以上,わからない,２時間以上（計）,平均（分）,標準偏差
＊＊【　総　数　】＊＊,793    ,19.7    ,17.3    ,24.7    ,19.4    ,5.4    ,2.5    ,0.5    ,1.1    ,9.3    ,9.6    ,44.88    ,77.2    
調査方法〔訪問・ＷＥＢ〕,,,,,,,,,,,,,
訪問面接調査,777    ,18.8    ,17.5    ,25.2    ,19.8    ,5.5    ,2.6    ,0.5    ,0.5    ,9.5    ,9.1    ,40.74    ,48.8    
ＷＥＢ調査,16    ,62.5    ,6.3    ,-,-,-,-,-,31.3    ,-,31.3    ,226.56    ,370.5    
〔性・学校種別〕,,,,,,,,,,,,,
小学生（計）,188    ,16.0    ,23.4    ,26.6    ,16.5    ,5.3    ,0.5    ,0.5    ,0.5    ,10.6    ,6.9    ,35.70    ,43.5    
  男子,102    ,20.6    ,26.5    ,20.6    ,15.7    ,5.9    ,1.0    ,-,-,9.8    ,6.9    ,31.23    ,37.5    
  女子,86    ,10.5    ,19.8    ,33.7    ,17.4    ,4.7    ,-,1.2    ,1.2    ,11.6    ,7.0    ,41.12    ,49.5    
中学生（計）,320    ,21.3    ,17.2    ,23.1    ,20.9    ,5.3    ,3.1    ,0.3    ,1.6    ,7.2    ,10.3    ,47.75    ,80.3    
  男子,155    ,16.8    ,14.2    ,23.9    ,23.9    ,6.5    ,3.2    ,0.6    ,1.9    ,9.0    ,12.3    ,54.68    ,83.1    
  女子,165    ,25.5    ,20.0    ,22.4    ,18.2    ,4.2    ,3.0    ,-,1.2    ,5.5    ,8.5    ,41.49    ,77.3    
高校生（計）,283    ,20.5    ,13.4    ,25.4    ,19.4    ,5.3    ,3.2    ,0.7    ,1.1    ,11.0    ,10.2    ,47.25    ,89.9    
  男子,126    ,19.0    ,15.9    ,25.4    ,19.0    ,3.2    ,6.3    ,0.8    ,-,10.3    ,10.3    ,43.72    ,52.8    
  女子,157    ,21.7    ,11.5    ,25.5    ,19.7    ,7.0    ,0.6    ,0.6    ,1.9    ,11.5    ,10.2    ,50.12    ,111.4    
〔啓発学習経験・学校種別〕,,,,,,,,,,,,,
  説明を受けたり学んだりした,747    ,20.1    ,17.5    ,24.9    ,19.3    ,5.4    ,2.5    ,0.5    ,1.1    ,8.7    ,9.5    ,44.61    ,78.0    
  教えてもらったり学んだりしたことはない,39    ,12.8    ,15.4    ,23.1    ,20.5    ,7.7    ,2.6    ,-,2.6    ,15.4    ,12.8    ,51.36    ,61.7    
  わからない,7    ,14.3    ,-,14.3    ,28.6    ,-,-,-,-,42.9    ,-,37.50    ,28.7    
小学生（計）,188    ,16.0    ,23.4    ,26.6    ,16.5    ,5.3    ,0.5    ,0.5    ,0.5    ,10.6    ,6.9    ,35.70    ,43.5    
  説明を受けたり学んだりした,162    ,15.4    ,24.7    ,28.4    ,15.4    ,4.9    ,0.6    ,0.6    ,0.6    ,9.3    ,6.8    ,35.36    ,44.3    
  教えてもらったり学んだりしたことはない,23    ,17.4    ,17.4    ,17.4    ,21.7    ,8.7    ,-,-,-,17.4    ,8.7    ,38.95    ,38.9    
  わからない,3    ,33.3    ,-,-,33.3    ,-,-,-,-,33.3    ,-,30.00    ,42.4    
中学生（計）,320    ,21.3    ,17.2    ,23.1    ,20.9    ,5.3    ,3.1    ,0.3    ,1.6    ,7.2    ,10.3    ,47.75    ,80.3    
  説明を受けたり学んだりした,309    ,21.7    ,17.5    ,23.3    ,21.0    ,5.5    ,3.2    ,0.3    ,1.3    ,6.1    ,10.4    ,47.18    ,79.8    
  教えてもらったり学んだりしたことはない,8    ,12.5    ,12.5    ,12.5    ,25.0    ,-,-,-,12.5    ,25.0    ,12.5    ,78.33    ,111.4    
  わからない,3    ,-,-,33.3    ,-,-,-,-,-,66.7    ,-,30.00    ,-
高校生（計）,283    ,20.5    ,13.4    ,25.4    ,19.4    ,5.3    ,3.2    ,0.7    ,1.1    ,11.0    ,10.2    ,47.25    ,89.9    
  説明を受けたり学んだりした,274    ,21.2    ,13.5    ,24.8    ,19.3    ,5.1    ,2.9    ,0.7    ,1.1    ,11.3    ,9.9    ,46.76    ,90.9    
  教えてもらったり学んだりしたことはない,8    ,-,12.5    ,50.0    ,12.5    ,12.5    ,12.5    ,-,-,-,25.0    ,60.63    ,59.3    
  わからない,1    ,-,-,-,100.0    ,-,-,-,-,-,-,60.00    ,-
〔家庭のルール・学校種別〕,,,,,,,,,,,,,
  ルールを決めている（計）,546    ,21.6    ,17.9    ,24.0    ,17.8    ,5.3    ,1.8    ,0.5    ,1.3    ,9.7    ,9.0    ,44.23    ,86.2    
  特にルールを決めていない,245    ,15.5    ,15.9    ,26.5    ,22.9    ,5.7    ,4.1    ,0.4    ,0.8    ,8.2    ,11.0    ,46.23    ,52.7    
  わからない,2    ,-,-,-,50.0    ,-,-,-,-,50.0    ,-,60.00    ,-
小学生（計）,188    ,16.0    ,23.4    ,26.6    ,16.5    ,5.3    ,0.5    ,0.5    ,0.5    ,10.6    ,6.9    ,35.70    ,43.5    
  ルールを決めている（計）,147    ,18.4    ,21.1    ,30.6    ,15.0    ,4.1    ,0.7    ,0.7    ,-,9.5    ,5.4    ,32.17    ,37.0    
  特にルールを決めていない,41    ,7.3    ,31.7    ,12.2    ,22.0    ,9.8    ,-,-,2.4    ,14.6    ,12.2    ,49.14    ,61.2    
  わからない,-,-,-,-,-,-,-,-,-,-,-,-,-
中学生（計）,320    ,21.3    ,17.2    ,23.1    ,20.9    ,5.3    ,3.1    ,0.3    ,1.6    ,7.2    ,10.3    ,47.75    ,80.3    
  ルールを決めている（計）,237    ,22.4    ,18.1    ,23.2    ,17.7    ,5.9    ,2.1    ,0.4    ,2.1    ,8.0    ,10.5    ,48.54    ,89.5    
  特にルールを決めていない,82    ,18.3    ,14.6    ,23.2    ,30.5    ,3.7    ,6.1    ,-,-,3.7    ,9.8    ,45.58    ,46.5    
  わからない,1    ,-,-,-,-,-,-,-,-,100.0    ,-,-,-
高校生（計）,283    ,20.5    ,13.4    ,25.4    ,19.4    ,5.3    ,3.2    ,0.7    ,1.1    ,11.0    ,10.2    ,47.25    ,89.9    
  ルールを決めている（計）,161    ,23.6    ,14.9    ,19.3    ,19.9    ,5.6    ,2.5    ,0.6    ,1.2    ,12.4    ,9.9    ,48.84    ,110.4    
  特にルールを決めていない,121    ,16.5    ,11.6    ,33.9    ,18.2    ,5.0    ,4.1    ,0.8    ,0.8    ,9.1    ,10.7    ,45.10    ,54.1    
  わからない,1    ,-,-,-,100.0    ,-,-,-,-,-,-,60.00    ,-
Ｑ２〔インターネット利用・学校種別〕,,,,,,,,,,,,,
  インターネット利用（計）,793    ,19.7    ,17.3    ,24.7    ,19.4    ,5.4    ,2.5    ,0.5    ,1.1    ,9.3    ,9.6    ,44.88    ,77.2    
