,,,,
＜該当機器でインターネットを使っている（Ｑ２で「１」を回答）方に＞,,,,
〔回答票５〕Ｑ５〔A-1スマートフォン〕あなたは、インターネットを利用する場合に、Ｗｉ-Ｆｉ（ワイファイ）などの無線ＬＡＮ（ラン）機能（きのう）を使うことがありますか。インターネットを利用している機器のそれぞれについて、この中から、あてはまるものを１つあげてください。（それぞれ１つだけ）,,,,
,,,,
,,,,
,青少年分析軸,,,
,該当数,使っている,使うことはない,わからない
＊＊【　総　数　】＊＊,1475    ,77.6    ,19.0    ,3.4    
調査方法〔訪問・ＷＥＢ〕,,,,
訪問面接調査,1443    ,77.6    ,19.2    ,3.2    
ＷＥＢ調査,32    ,78.1    ,9.4    ,12.5    
〔性・学校種別〕,,,,
小学生（計）,98    ,68.4    ,23.5    ,8.2    
  男子,45    ,68.9    ,24.4    ,6.7    
  女子,53    ,67.9    ,22.6    ,9.4    
中学生（計）,483    ,77.6    ,17.6    ,4.8    
  男子,214    ,82.2    ,14.0    ,3.7    
  女子,269    ,74.0    ,20.4    ,5.6    
高校生（計）,874    ,78.6    ,19.3    ,2.1    
  男子,420    ,80.0    ,18.8    ,1.2    
  女子,454    ,77.3    ,19.8    ,2.9    
〔啓発学習経験・学校種別〕,,,,
  説明を受けたり学んだりした,1404    ,77.9    ,18.5    ,3.6    
  教えてもらったり学んだりしたことはない,60    ,73.3    ,26.7    ,-
  わからない,11    ,63.6    ,36.4    ,-
小学生（計）,98    ,68.4    ,23.5    ,8.2    
  説明を受けたり学んだりした,89    ,70.8    ,20.2    ,9.0    
  教えてもらったり学んだりしたことはない,8    ,50.0    ,50.0    ,-
  わからない,1    ,-,100.0    ,-
中学生（計）,483    ,77.6    ,17.6    ,4.8    
  説明を受けたり学んだりした,466    ,78.1    ,17.0    ,4.9    
  教えてもらったり学んだりしたことはない,13    ,61.5    ,38.5    ,-
  わからない,4    ,75.0    ,25.0    ,-
高校生（計）,874    ,78.6    ,19.3    ,2.1    
  説明を受けたり学んだりした,832    ,78.5    ,19.4    ,2.2    
  教えてもらったり学んだりしたことはない,36    ,83.3    ,16.7    ,-
  わからない,6    ,66.7    ,33.3    ,-
〔家庭のルール・学校種別〕,,,,
  ルールを決めている（計）,863    ,76.4    ,19.5    ,4.2    
  特にルールを決めていない,603    ,79.6    ,18.2    ,2.2    
  わからない,9    ,66.7    ,22.2    ,11.1    
小学生（計）,98    ,68.4    ,23.5    ,8.2    
  ルールを決めている（計）,78    ,70.5    ,23.1    ,6.4    
  特にルールを決めていない,19    ,63.2    ,26.3    ,10.5    
  わからない,1    ,-,-,100.0    
中学生（計）,483    ,77.6    ,17.6    ,4.8    
  ルールを決めている（計）,339    ,75.5    ,18.9    ,5.6    
  特にルールを決めていない,141    ,83.0    ,14.2    ,2.8    
  わからない,3    ,66.7    ,33.3    ,-
高校生（計）,874    ,78.6    ,19.3    ,2.1    
  ルールを決めている（計）,439    ,77.9    ,19.4    ,2.7    
  特にルールを決めていない,430    ,79.3    ,19.3    ,1.4    
  わからない,5    ,80.0    ,20.0    ,-
Ｑ２〔インターネット利用・学校種別〕,,,,
  インターネット利用（計）,1475    ,77.6    ,19.0    ,3.4    
  インターネット非利用（含わからない）,-,-,-,-
小学生（計）,98    ,68.4    ,23.5    ,8.2    
  インターネット利用（計）,98    ,68.4    ,23.5    ,8.2    
  インターネット非利用（含わからない）,-,-,-,-
中学生（計）,483    ,77.6    ,17.6    ,4.8    
  インターネット利用（計）,483    ,77.6    ,17.6    ,4.8    
  インターネット非利用（含わからない）,-,-,-,-
高校生（計）,874    ,78.6    ,19.3    ,2.1    
  インターネット利用（計）,874    ,78.6    ,19.3    ,2.1    
  インターネット非利用（含わからない）,-,-,-,-
Ｆ４〔兄弟・姉妹の有無〕,,,,
  １人以上いる,819    ,76.7    ,19.9    ,3.4    
  いない,656    ,78.8    ,17.8    ,3.4    
小学生（計）,98    ,68.4    ,23.5    ,8.2    
  １人以上いる,45    ,75.6    ,22.2    ,2.2    
  いない,53    ,62.3    ,24.5    ,13.2    
中学生（計）,483    ,77.6    ,17.6    ,4.8    
  １人以上いる,255    ,74.5    ,19.6    ,5.9    
  いない,228    ,81.1    ,15.4    ,3.5    
高校生（計）,874    ,78.6    ,19.3    ,2.1    
  １人以上いる,506    ,78.1    ,19.8    ,2.2    
  いない,368    ,79.3    ,18.8    ,1.9    
〔地域〕,,,,
北海道・東北,175    ,77.7    ,20.0    ,2.3    
北関東,244    ,68.9    ,26.6    ,4.5    
南関東,222    ,74.8    ,20.3    ,5.0    
東海・北陸・信越,287    ,86.1    ,11.1    ,2.8    
近畿,243    ,82.3    ,15.2    ,2.5    
中国・四国,136    ,72.8    ,23.5    ,3.7    
九州・沖縄,168    ,76.8    ,20.2    ,3.0    
〔都市規模〕,,,,
大都市（政令指定都市）,400    ,80.5    ,15.0    ,4.5    
人口２０万人以上の市,369    ,78.0    ,19.2    ,2.7    
人口１０万人以上の市,238    ,73.5    ,23.9    ,2.5    
人口１０万人未満の市,333    ,74.2    ,22.2    ,3.6    
郡部（町村）,135    ,83.7    ,13.3    ,3.0    
〔都道府県〕,,,,
北海道,70    ,81.4    ,15.7    ,2.9    
青森県,24    ,58.3    ,33.3    ,8.3    
岩手県,7    ,85.7    ,14.3    ,-
宮城県,34    ,85.3    ,14.7    ,-
秋田県,17    ,70.6    ,29.4    ,-
山形県,10    ,70.0    ,30.0    ,-
福島県,13    ,84.6    ,15.4    ,-
茨城県,36    ,66.7    ,30.6    ,2.8    
栃木県,28    ,53.6    ,39.3    ,7.1    
群馬県,14    ,92.9    ,7.1    ,-
埼玉県,77    ,70.1    ,24.7    ,5.2    
千葉県,89    ,69.7    ,25.8    ,4.5    
東京都,111    ,74.8    ,19.8    ,5.4    
神奈川県,91    ,75.8    ,18.7    ,5.5    
新潟県,23    ,87.0    ,13.0    ,-
富山県,19    ,78.9    ,10.5    ,10.5    
石川県,15    ,80.0    ,20.0    ,-
福井県,12    ,83.3    ,8.3    ,8.3    
山梨県,20    ,70.0    ,30.0    ,-
長野県,18    ,72.2    ,22.2    ,5.6    
岐阜県,23    ,78.3    ,17.4    ,4.3    
静岡県,48    ,89.6    ,8.3    ,2.1    
愛知県,102    ,92.2    ,5.9    ,2.0    
三重県,27    ,81.5    ,18.5    ,-
滋賀県,17    ,82.4    ,17.6    ,-
京都府,29    ,82.8    ,13.8    ,3.4    
大阪府,110    ,83.6    ,14.5    ,1.8    
兵庫県,57    ,80.7    ,17.5    ,1.8    
奈良県,16    ,81.3    ,18.8    ,-
和歌山県,14    ,78.6    ,7.1    ,14.3    
鳥取県,6    ,83.3    ,16.7    ,-
島根県,11    ,54.5    ,45.5    ,-
岡山県,29    ,86.2    ,6.9    ,6.9    
広島県,35    ,88.6    ,5.7    ,5.7    
山口県,15    ,60.0    ,40.0    ,-
徳島県,6    ,66.7    ,33.3    ,-
香川県,12    ,33.3    ,58.3    ,8.3    
愛媛県,13    ,53.8    ,46.2    ,-
高知県,9    ,88.9    ,11.1    ,-
福岡県,66    ,77.3    ,19.7    ,3.0    
佐賀県,7    ,85.7    ,14.3    ,-
長崎県,11    ,54.5    ,45.5    ,-
熊本県,22    ,86.4    ,9.1    ,4.5    
大分県,9    ,66.7    ,33.3    ,-
宮崎県,17    ,82.4    ,11.8    ,5.9    
鹿児島県,15    ,86.7    ,13.3    ,-
沖縄県,21    ,66.7    ,28.6    ,4.8    
Ｑ１〔機器の利用状況〕,,,,
スマートフォン,1475    ,77.6    ,19.0    ,3.4    
格安スマートフォン,2    ,100.0    ,-,-
機能限定・子供向けスマートフォン,7    ,71.4    ,28.6    ,-
契約切れスマートフォン,33    ,90.9    ,9.1    ,-
携帯電話,32    ,78.1    ,18.8    ,3.1    
機能限定電話・子ども向け携帯電話,24    ,62.5    ,20.8    ,16.7    
ノートパソコン,417    ,83.0    ,13.7    ,3.4    
デスクトップパソコン,216    ,81.9    ,15.3    ,2.8    
タブレット,170    ,84.1    ,12.9    ,2.9    
学習用タブレット,57    ,86.0    ,8.8    ,5.3    
子供向け娯楽用タブレット,2    ,100.0    ,-,-
携帯音楽プレイヤー,464    ,80.8    ,15.5    ,3.7    
携帯ゲーム機,549    ,82.3    ,15.7    ,2.0    
据置型ゲーム機,364    ,81.6    ,15.4    ,3.0    
インターネット接続テレビ,67    ,88.1    ,9.0    ,3.0    
利用している（計）,1475    ,77.6    ,19.0    ,3.4    
いずれも利用していない,-,-,-,-
