,,,,,,,,,,,,,,
＜いずれかの機器でインターネットを使っている（Ｑ２で、1つ以上「１」を回答）方に＞,,,,,,,,,,,,,,
〔回答票７〕Ｑ７　あなたの家では、インターネットの使い方について何かルールがありますか。この中から、あてはまるものをすべてあげてください。（いくつでも）,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,青少年分析軸,,,,,,,,,,,,,
,該当数,利用する時間を決めている,利用する場所を決めている,メール・メッセージを送る相手の制限,利用サイト・アプリ内容を決めている,送信・投稿内容を決めている,利用者情報を漏れないようにしている,料金上限や課金方法を決めている,困ったときはすぐに保護者に連絡する,その他,ルールを決めている（計）,特にルールを決めていない,わからない,回答計
群馬県,30    ,36.7    ,13.3    ,-,-,6.7    ,13.3    ,16.7    ,16.7    ,-,56.7    ,43.3    ,-,146.7    
埼玉県,122    ,32.0    ,21.3    ,4.9    ,16.4    ,14.8    ,18.9    ,19.7    ,28.7    ,0.8    ,63.1    ,36.1    ,0.8    ,194.3    
千葉県,145    ,25.5    ,15.9    ,9.0    ,9.7    ,15.2    ,23.4    ,26.9    ,37.9    ,5.5    ,69.7    ,29.7    ,0.7    ,199.3    
東京都,184    ,33.7    ,16.8    ,9.2    ,14.1    ,10.3    ,25.5    ,17.9    ,25.0    ,0.5    ,68.5    ,31.0    ,0.5    ,184.8    
神奈川県,166    ,29.5    ,28.9    ,12.0    ,21.1    ,19.3    ,26.5    ,32.5    ,32.5    ,0.6    ,78.3    ,19.3    ,2.4    ,224.7    
新潟県,48    ,31.3    ,12.5    ,8.3    ,14.6    ,16.7    ,14.6    ,18.8    ,22.9    ,2.1    ,54.2    ,41.7    ,4.2    ,187.5    
富山県,48    ,27.1    ,14.6    ,6.3    ,8.3    ,12.5    ,16.7    ,14.6    ,6.3    ,-,58.3    ,41.7    ,-,147.9    
石川県,24    ,33.3    ,16.7    ,8.3    ,12.5    ,4.2    ,4.2    ,8.3    ,12.5    ,-,41.7    ,58.3    ,-,158.3    
福井県,26    ,19.2    ,26.9    ,-,11.5    ,7.7    ,11.5    ,23.1    ,23.1    ,3.8    ,50.0    ,50.0    ,-,176.9    
山梨県,29    ,10.3    ,13.8    ,3.4    ,10.3    ,6.9    ,17.2    ,17.2    ,13.8    ,-,44.8    ,55.2    ,-,148.3    
長野県,43    ,34.9    ,25.6    ,9.3    ,14.0    ,7.0    ,18.6    ,27.9    ,9.3    ,4.7    ,65.1    ,34.9    ,-,186.0    
