,,,,,,,,,,,,,
＜該当機器でインターネットを使っている（Ｑ２で「１」を回答）方に＞,,,,,,,,,,,,,
〔回答票４〕Ｑ４〔F-2据置型ゲーム機〕あなたは、平日(土日を除いて)１日に平均して、どのくらいの時間、インターネットを使いますか。インターネットを利用している機器について、それぞれお答えください。,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,青少年分析軸,,,,,,,,,,,,
,該当数,使っていない,３０分未満,３０分以上１時間未満,１時間以上２時間未満,２時間以上３時間未満,３時間以上４時間未満,４時間以上５時間未満,５時間以上,わからない,２時間以上（計）,平均（分）,標準偏差
＊＊【　総　数　】＊＊,266    ,32.0    ,9.8    ,18.0    ,19.5    ,4.5    ,1.5    ,0.4    ,-,14.3    ,6.4    ,32.91    ,41.0    
調査方法〔訪問・ＷＥＢ〕,,,,,,,,,,,,,
訪問面接調査,262    ,30.9    ,9.9    ,18.3    ,19.8    ,4.6    ,1.5    ,0.4    ,-,14.5    ,6.5    ,33.50    ,41.1    
ＷＥＢ調査,4    ,100.0    ,-,-,-,-,-,-,-,-,-,-,-
〔性・学校種別〕,,,,,,,,,,,,,
小学生（計）,82    ,31.7    ,17.1    ,18.3    ,13.4    ,-,-,-,-,19.5    ,-,20.17    ,22.8    
  男子,51    ,33.3    ,11.8    ,23.5    ,17.6    ,-,-,-,-,13.7    ,-,22.95    ,24.5    
  女子,31    ,29.0    ,25.8    ,9.7    ,6.5    ,-,-,-,-,29.0    ,-,14.59    ,18.2    
中学生（計）,113    ,31.9    ,4.4    ,23.0    ,20.4    ,6.2    ,3.5    ,-,-,10.6    ,9.7    ,39.06    ,45.6    
  男子,85    ,30.6    ,4.7    ,21.2    ,23.5    ,5.9    ,4.7    ,-,-,9.4    ,10.6    ,42.27    ,48.2    
  女子,28    ,35.7    ,3.6    ,28.6    ,10.7    ,7.1    ,-,-,-,14.3    ,7.1    ,28.75    ,34.9    
高校生（計）,69    ,31.9    ,10.1    ,10.1    ,24.6    ,7.2    ,-,1.4    ,-,14.5    ,8.7    ,36.75    ,46.0    
  男子,49    ,26.5    ,8.2    ,14.3    ,26.5    ,8.2    ,-,2.0    ,-,14.3    ,10.2    ,42.26    ,48.9    
  女子,20    ,45.0    ,15.0    ,-,20.0    ,5.0    ,-,-,-,15.0    ,5.0    ,23.12    ,35.4    
〔啓発学習経験・学校種別〕,,,,,,,,,,,,,
  説明を受けたり学んだりした,251    ,32.3    ,9.6    ,17.5    ,19.5    ,4.8    ,1.6    ,0.4    ,-,14.3    ,6.8    ,33.27    ,41.8    
  教えてもらったり学んだりしたことはない,13    ,23.1    ,15.4    ,23.1    ,23.1    ,-,-,-,-,15.4    ,-,29.09    ,23.9    
  わからない,2    ,50.0    ,-,50.0    ,-,-,-,-,-,-,-,15.00    ,21.2    
小学生（計）,82    ,31.7    ,17.1    ,18.3    ,13.4    ,-,-,-,-,19.5    ,-,20.17    ,22.8    
  説明を受けたり学んだりした,71    ,32.4    ,16.9    ,18.3    ,12.7    ,-,-,-,-,19.7    ,-,19.49    ,22.8    
  教えてもらったり学んだりしたことはない,11    ,27.3    ,18.2    ,18.2    ,18.2    ,-,-,-,-,18.2    ,-,24.44    ,23.5    
  わからない,-,-,-,-,-,-,-,-,-,-,-,-,-
中学生（計）,113    ,31.9    ,4.4    ,23.0    ,20.4    ,6.2    ,3.5    ,-,-,10.6    ,9.7    ,39.06    ,45.6    
  説明を受けたり学んだりした,109    ,32.1    ,4.6    ,22.0    ,20.2    ,6.4    ,3.7    ,-,-,11.0    ,10.1    ,39.33    ,46.3    
  教えてもらったり学んだりしたことはない,2    ,-,-,50.0    ,50.0    ,-,-,-,-,-,-,50.00    ,14.1    
  わからない,2    ,50.0    ,-,50.0    ,-,-,-,-,-,-,-,15.00    ,21.2    
高校生（計）,69    ,31.9    ,10.1    ,10.1    ,24.6    ,7.2    ,-,1.4    ,-,14.5    ,8.7    ,36.75    ,46.0    
  説明を受けたり学んだりした,69    ,31.9    ,10.1    ,10.1    ,24.6    ,7.2    ,-,1.4    ,-,14.5    ,8.7    ,36.75    ,46.0    
  教えてもらったり学んだりしたことはない,-,-,-,-,-,-,-,-,-,-,-,-,-
  わからない,-,-,-,-,-,-,-,-,-,-,-,-,-
〔家庭のルール・学校種別〕,,,,,,,,,,,,,
  ルールを決めている（計）,182    ,35.7    ,11.5    ,19.8    ,16.5    ,3.8    ,1.1    ,-,-,11.5    ,4.9    ,27.63    ,35.6    
  特にルールを決めていない,83    ,24.1    ,6.0    ,13.3    ,26.5    ,6.0    ,2.4    ,1.2    ,-,20.5    ,9.6    ,45.83    ,50.2    
  わからない,1    ,-,-,100.0    ,-,-,-,-,-,-,-,30.00    ,-
小学生（計）,82    ,31.7    ,17.1    ,18.3    ,13.4    ,-,-,-,-,19.5    ,-,20.17    ,22.8    
  ルールを決めている（計）,62    ,37.1    ,21.0    ,17.7    ,11.3    ,-,-,-,-,12.9    ,-,17.61    ,21.9    
  特にルールを決めていない,19    ,15.8    ,5.3    ,15.8    ,21.1    ,-,-,-,-,42.1    ,-,31.82    ,25.2    
  わからない,1    ,-,-,100.0    ,-,-,-,-,-,-,-,30.00    ,-
中学生（計）,113    ,31.9    ,4.4    ,23.0    ,20.4    ,6.2    ,3.5    ,-,-,10.6    ,9.7    ,39.06    ,45.6    
  ルールを決めている（計）,75    ,34.7    ,4.0    ,28.0    ,13.3    ,5.3    ,2.7    ,-,-,12.0    ,8.0    ,33.18    ,42.3    
  特にルールを決めていない,38    ,26.3    ,5.3    ,13.2    ,34.2    ,7.9    ,5.3    ,-,-,7.9    ,13.2    ,50.14    ,50.0    
  わからない,-,-,-,-,-,-,-,-,-,-,-,-,-
高校生（計）,69    ,31.9    ,10.1    ,10.1    ,24.6    ,7.2    ,-,1.4    ,-,14.5    ,8.7    ,36.75    ,46.0    
  ルールを決めている（計）,44    ,36.4    ,11.4    ,9.1    ,27.3    ,6.8    ,-,-,-,9.1    ,6.8    ,31.20    ,36.4    
  特にルールを決めていない,25    ,24.0    ,8.0    ,12.0    ,20.0    ,8.0    ,-,4.0    ,-,24.0    ,12.0    ,48.42    ,61.1    
  わからない,-,-,-,-,-,-,-,-,-,-,-,-,-
Ｑ２〔インターネット利用・学校種別〕,,,,,,,,,,,,,
  インターネット利用（計）,266    ,32.0    ,9.8    ,18.0    ,19.5    ,4.5    ,1.5    ,0.4    ,-,14.3    ,6.4    ,32.91    ,41.0    
  インターネット非利用（含わからない）,-,-,-,-,-,-,-,-,-,-,-,-,-
小学生（計）,82    ,31.7    ,17.1    ,18.3    ,13.4    ,-,-,-,-,19.5    ,-,20.17    ,22.8    
  インターネット利用（計）,82    ,31.7    ,17.1    ,18.3    ,13.4    ,-,-,-,-,19.5    ,-,20.17    ,22.8    
  インターネット非利用（含わからない）,-,-,-,-,-,-,-,-,-,-,-,-,-
中学生（計）,113    ,31.9    ,4.4    ,23.0    ,20.4    ,6.2    ,3.5    ,-,-,10.6    ,9.7    ,39.06    ,45.6    
  インターネット利用（計）,113    ,31.9    ,4.4    ,23.0    ,20.4    ,6.2    ,3.5    ,-,-,10.6    ,9.7    ,39.06    ,45.6    
  インターネット非利用（含わからない）,-,-,-,-,-,-,-,-,-,-,-,-,-
