,,,,,,
 【全数ベース】＜Ｑ１の該当機器を利用している（Ｑ１で「１１」を回答）方に＞,,,,,,
【全数ベース】〔回答票２〕Ｑ２〔D-3子供向け娯楽用タブレット〕あなたは、Ｑ１で回答した機器でインターネットを使っていますか。それぞれの機器について、この中から、あてはまるものを１つあげてください。（それぞれ１つだけ）,,,,,,
,,,,,,
,,,,,,
,青少年分析軸,,,,,
,総数,使っている,使える機種・設定で、使っていない,使えない機種・設定で、使っていない,わからない,非該当
＊＊【　総　数　】＊＊,3441    ,0.2    ,0.0    ,0.1    ,-,99.7    
調査方法〔訪問・ＷＥＢ〕,,,,,,
訪問面接調査,3385    ,0.2    ,0.0    ,0.1    ,-,99.7    
ＷＥＢ調査,56    ,-,-,-,-,100.0    
〔性・学校種別〕,,,,,,
小学生（計）,1080    ,0.4    ,-,0.2    ,-,99.4    
  男子,534    ,0.7    ,-,-,-,99.3    
  女子,546    ,-,-,0.4    ,-,99.6    
中学生（計）,1329    ,0.2    ,0.1    ,-,-,99.8    
  男子,654    ,0.2    ,-,-,-,99.8    
  女子,675    ,0.1    ,0.1    ,-,-,99.7    
高校生（計）,1007    ,-,-,-,-,100.0    
  男子,491    ,-,-,-,-,100.0    
  女子,516    ,-,-,-,-,100.0    
〔啓発学習経験・学校種別〕,,,,,,
  説明を受けたり学んだりした,3117    ,0.2    ,0.0    ,0.1    ,-,99.7    
  教えてもらったり学んだりしたことはない,267    ,-,-,-,-,100.0    
  わからない,57    ,-,-,-,-,100.0    
小学生（計）,1080    ,0.4    ,-,0.2    ,-,99.4    
  説明を受けたり学んだりした,874    ,0.5    ,-,0.2    ,-,99.3    
  教えてもらったり学んだりしたことはない,169    ,-,-,-,-,100.0    
  わからない,37    ,-,-,-,-,100.0    
中学生（計）,1329    ,0.2    ,0.1    ,-,-,99.8    
  説明を受けたり学んだりした,1266    ,0.2    ,0.1    ,-,-,99.8    
  教えてもらったり学んだりしたことはない,49    ,-,-,-,-,100.0    
  わからない,14    ,-,-,-,-,100.0    
高校生（計）,1007    ,-,-,-,-,100.0    
  説明を受けたり学んだりした,955    ,-,-,-,-,100.0    
  教えてもらったり学んだりしたことはない,46    ,-,-,-,-,100.0    
  わからない,6    ,-,-,-,-,100.0    
〔家庭のルール・学校種別〕,,,,,,
  ルールを決めている（計）,1651    ,0.4    ,0.1    ,-,-,99.6    
  特にルールを決めていない,937    ,-,-,-,-,100.0    
  わからない,27    ,-,-,-,-,100.0    
小学生（計）,572    ,0.7    ,-,-,-,99.3    
  ルールを決めている（計）,424    ,0.9    ,-,-,-,99.1    
  特にルールを決めていない,135    ,-,-,-,-,100.0    
  わからない,13    ,-,-,-,-,100.0    
中学生（計）,1055    ,0.2    ,0.1    ,-,-,99.7    
  ルールを決めている（計）,731    ,0.3    ,0.1    ,-,-,99.6    
  特にルールを決めていない,315    ,-,-,-,-,100.0    
  わからない,9    ,-,-,-,-,100.0    
高校生（計）,965    ,-,-,-,-,100.0    
  ルールを決めている（計）,488    ,-,-,-,-,100.0    
  特にルールを決めていない,472    ,-,-,-,-,100.0    
  わからない,5    ,-,-,-,-,100.0    
Ｑ２〔インターネット利用・学校種別〕,,,,,,
  インターネット利用（計）,2615    ,0.2    ,0.0    ,-,-,99.7    
  インターネット非利用（含わからない）,527    ,-,-,0.4    ,-,99.6    
小学生（計）,909    ,0.4    ,-,0.2    ,-,99.3    
  インターネット利用（計）,572    ,0.7    ,-,-,-,99.3    
  インターネット非利用（含わからない）,337    ,-,-,0.6    ,-,99.4    
中学生（計）,1216    ,0.2    ,0.1    ,-,-,99.8    
  インターネット利用（計）,1055    ,0.2    ,0.1    ,-,-,99.7    
  インターネット非利用（含わからない）,161    ,-,-,-,-,100.0    
高校生（計）,992    ,-,-,-,-,100.0    
  インターネット利用（計）,965    ,-,-,-,-,100.0    
  インターネット非利用（含わからない）,27    ,-,-,-,-,100.0    
Ｆ４〔兄弟・姉妹の有無〕,,,,,,
  １人以上いる,1846    ,0.1    ,-,0.1    ,-,99.9    
  いない,1595    ,0.3    ,0.1    ,0.1    ,-,99.6    
小学生（計）,1080    ,0.4    ,-,0.2    ,-,99.4    
  １人以上いる,511    ,0.2    ,-,0.2    ,-,99.6    
  いない,569    ,0.5    ,-,0.2    ,-,99.3    
中学生（計）,1329    ,0.2    ,0.1    ,-,-,99.8    
  １人以上いる,740    ,-,-,-,-,100.0    
  いない,589    ,0.3    ,0.2    ,-,-,99.5    
高校生（計）,1007    ,-,-,-,-,100.0    
  １人以上いる,579    ,-,-,-,-,100.0    
  いない,428    ,-,-,-,-,100.0    
〔地域〕,,,,,,
北海道・東北,430    ,0.5    ,-,0.2    ,-,99.3    
北関東,540    ,0.2    ,-,-,-,99.8    
南関東,485    ,0.2    ,-,-,-,99.8    
東海・北陸・信越,693    ,-,0.1    ,0.1    ,-,99.7    
近畿,554    ,0.2    ,-,-,-,99.8    
中国・四国,326    ,0.3    ,-,-,-,99.7    
九州・沖縄,413    ,-,-,-,-,100.0    
〔都市規模〕,,,,,,
大都市（政令指定都市）,850    ,0.4    ,-,0.1    ,-,99.5    
人口２０万人以上の市,894    ,0.1    ,-,0.1    ,-,99.8    
人口１０万人以上の市,592    ,0.3    ,-,-,-,99.7    
人口１０万人未満の市,796    ,-,0.1    ,-,-,99.9    
郡部（町村）,309    ,-,-,-,-,100.0    
〔都道府県〕,,,,,,
北海道,162    ,0.6    ,-,0.6    ,-,98.8    
青森県,60    ,-,-,-,-,100.0    
岩手県,30    ,-,-,-,-,100.0    
宮城県,80    ,1.3    ,-,-,-,98.8    
秋田県,26    ,-,-,-,-,100.0    
山形県,29    ,-,-,-,-,100.0    
福島県,43    ,-,-,-,-,100.0    
茨城県,82    ,-,-,-,-,100.0    
栃木県,69    ,-,-,-,-,100.0    
群馬県,41    ,-,-,-,-,100.0    
埼玉県,174    ,0.6    ,-,-,-,99.4    
千葉県,174    ,-,-,-,-,100.0    
東京都,237    ,0.4    ,-,-,-,99.6    
神奈川県,207    ,-,-,-,-,100.0    
新潟県,66    ,-,-,-,-,100.0    
富山県,52    ,-,-,-,-,100.0    
石川県,28    ,-,-,-,-,100.0    
福井県,34    ,-,-,-,-,100.0    
山梨県,41    ,-,-,-,-,100.0    
長野県,58    ,-,1.7    ,-,-,98.3    
岐阜県,56    ,-,-,-,-,100.0    
静岡県,104    ,-,-,-,-,100.0    
愛知県,241    ,-,-,0.4    ,-,99.6    
